condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_prevStrideVelRaw,R_prevStrideVelZUPT,R_prevStrideDispRaw,R_prevStrideDispZUPT,R_gaitEvent,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,88539,88539,0,88539,118391.440,-0.997,0.012,0.059,-0.042,1213,0,1483,689,0,72,0,348,33,0.000,59,1,2.192,0.124,-0.625,-1.938,-0.813,-0.152,-0.020,0.984,0.090,-0.035,-0.078,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88539,88539,0,88539,118396.440,-0.997,0.012,0.059,-0.042,1208,0,1491,687,0,75,0,339,33,0.000,59,1,1.751,0.099,-0.188,-1.625,-0.625,-0.156,-0.020,0.988,0.086,0.012,-0.047,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88539,88539,0,88539,118401.439,-0.997,0.012,0.059,-0.042,1201,0,1498,681,0,77,0,327,33,0.000,59,1,1.491,0.099,0.125,-1.375,-0.563,-0.152,-0.020,0.984,0.086,0.012,-0.047,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88566,88566,0,88566,118406.440,-0.997,0.012,0.059,-0.042,1193,0,1503,681,0,75,0,308,33,0.000,59,1,1.475,0.092,0.000,-1.188,-0.875,-0.156,-0.023,0.984,0.082,-0.016,-0.039,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88567,88567,0,88567,118411.440,-0.997,0.012,0.059,-0.042,1187,0,1511,679,0,76,0,293,33,0.000,59,1,1.239,0.064,0.125,-1.063,-0.625,-0.160,-0.023,0.988,0.047,-0.020,-0.039,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88567,88567,0,88567,118416.480,-0.997,0.012,0.059,-0.042,1183,0,1515,675,0,74,0,283,33,0.000,59,1,0.960,0.055,0.375,-0.875,0.125,-0.152,-0.023,0.988,0.047,-0.023,-0.016,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88567,88567,0,88567,118421.480,-0.997,0.012,0.059,-0.042,1181,0,1525,669,0,75,0,263,33,0.000,59,1,1.526,0.098,0.750,-0.875,-1.000,-0.152,-0.023,0.984,0.094,-0.023,-0.016,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88567,88567,0,88567,118426.480,-0.997,0.012,0.059,-0.042,1177,0,1527,666,0,73,0,235,33,0.000,59,1,1.586,0.099,0.625,-0.750,-1.250,-0.160,-0.020,0.988,0.094,-0.023,-0.020,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88567,88567,0,88567,118431.482,-0.997,0.012,0.058,-0.042,1173,0,1529,663,0,73,0,217,33,0.000,59,1,1.564,0.039,1.000,-0.563,-1.063,-0.160,-0.016,0.988,0.031,0.012,-0.020,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88567,88567,0,88567,118436.480,-0.997,0.012,0.058,-0.042,1171,0,1531,660,0,73,0,217,33,0.000,59,1,1.296,0.054,1.125,-0.313,-0.563,-0.156,-0.016,0.984,0.031,0.039,-0.020,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88567,88567,0,88567,118441.480,-0.997,0.012,0.058,-0.042,1165,0,1544,658,0,73,0,205,33,0.000,59,1,1.201,0.094,0.875,-0.125,-0.813,-0.152,-0.016,0.980,0.059,0.039,-0.063,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88598,88598,0,88598,118446.480,-0.997,0.012,0.058,-0.042,1165,0,1547,659,0,73,0,205,33,0.000,59,1,1.537,0.105,0.688,0.000,-1.375,-0.156,-0.008,0.984,0.070,0.047,-0.063,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88598,88598,0,88598,118451.480,-0.997,0.012,0.058,-0.042,1163,0,1551,659,0,73,0,205,33,0.000,59,1,1.859,0.132,1.000,0.125,-1.563,-0.160,-0.008,0.984,0.070,0.098,-0.055,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88598,88598,0,88598,118456.480,-0.997,0.012,0.058,-0.042,1164,0,1555,657,0,73,0,203,33,0.000,59,1,1.917,0.123,1.188,0.125,-1.500,-0.164,-0.008,0.984,0.016,0.109,-0.055,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88647,88647,0,88647,118461.480,-0.997,0.012,0.058,-0.042,1163,0,1553,652,0,72,0,200,33,0.000,59,1,1.665,0.120,0.938,0.063,-1.375,-0.164,-0.016,0.984,-0.023,0.109,-0.043,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88647,88647,0,88647,118466.480,-0.997,0.012,0.058,-0.042,1164,0,1557,659,0,72,0,188,33,0.000,59,1,1.751,0.078,1.000,0.000,-1.438,-0.164,-0.016,0.988,-0.031,0.063,-0.035,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88647,88647,0,88647,118471.480,-0.997,0.012,0.058,-0.042,1165,0,1553,659,0,69,0,183,33,0.000,59,1,1.821,0.050,1.188,-0.125,-1.375,-0.164,-0.020,0.988,-0.031,0.039,0.004,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88647,88647,0,88647,118476.480,-0.997,0.012,0.058,-0.042,1163,0,1528,665,0,69,0,187,33,0.000,59,1,1.922,0.030,1.188,-0.188,-1.500,-0.164,-0.023,0.988,-0.027,-0.004,0.012,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88648,88648,0,88648,118481.480,-0.997,0.012,0.058,-0.043,1165,0,1547,659,0,76,0,187,33,0.000,59,1,1.962,0.042,1.125,-0.375,-1.563,-0.164,-0.023,0.992,-0.020,-0.031,0.020,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88648,88648,0,88648,118486.480,-0.997,0.012,0.058,-0.043,1163,0,1541,658,0,75,0,182,33,0.000,59,1,2.258,0.054,1.250,-0.500,-1.813,-0.168,-0.023,0.992,-0.027,-0.031,0.035,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88648,88648,0,88648,118491.480,-0.997,0.012,0.058,-0.043,1162,0,1527,659,0,75,0,167,33,0.000,59,1,2.443,0.062,1.375,-0.750,-1.875,-0.168,-0.020,0.992,-0.043,-0.027,0.035,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88648,88648,0,88648,118496.480,-0.997,0.012,0.058,-0.043,1161,0,1525,659,0,69,0,157,33,0.000,59,1,2.662,0.052,1.438,-0.875,-2.063,-0.164,-0.020,0.988,-0.043,-0.012,0.027,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88648,88648,0,88648,118501.480,-0.997,0.012,0.058,-0.043,1161,0,1522,659,0,75,0,155,33,0.000,59,1,2.844,0.021,1.125,-0.938,-2.438,-0.160,-0.023,0.988,-0.016,-0.012,0.008,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88649,88649,0,88649,118506.480,-0.997,0.012,0.058,-0.043,1157,0,1517,659,0,75,0,153,33,0.000,59,1,3.434,0.029,1.188,-1.000,-3.063,-0.164,-0.023,0.992,-0.016,-0.023,0.008,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88649,88649,0,88649,118511.480,-0.997,0.012,0.058,-0.043,1139,0,1509,659,0,73,0,149,33,0.000,59,1,3.548,0.060,1.188,-1.188,-3.125,-0.168,-0.027,0.992,-0.043,-0.027,0.031,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88671,88671,0,88671,118516.480,-0.997,0.012,0.058,-0.043,1145,0,1517,661,0,75,0,138,33,0.000,59,1,3.089,0.111,1.188,-1.250,-2.563,-0.168,-0.031,0.992,-0.066,-0.066,0.059,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88671,88671,0,88671,118521.480,-0.997,0.012,0.058,-0.043,1143,0,1501,661,0,76,0,120,33,0.000,59,1,2.869,0.129,1.313,-1.313,-2.188,-0.164,-0.027,0.992,-0.066,-0.094,0.059,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88671,88671,0,88671,118526.480,-0.997,0.012,0.058,-0.044,1141,0,1501,655,0,74,0,117,33,0.000,59,1,3.003,0.106,1.438,-1.375,-2.250,-0.160,-0.027,0.992,-0.031,-0.094,0.039,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88671,88671,0,88671,118531.480,-0.997,0.012,0.058,-0.044,1135,0,1512,651,0,75,0,118,33,0.000,59,1,3.428,0.099,1.625,-1.375,-2.688,-0.160,-0.027,0.992,0.000,-0.094,0.031,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88671,88671,0,88671,118536.480,-0.997,0.013,0.058,-0.044,1131,0,1513,651,0,72,0,123,33,0.000,59,1,3.680,0.079,1.688,-1.438,-2.938,-0.160,-0.023,0.988,0.000,-0.074,0.027,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88671,88671,0,88671,118541.480,-0.997,0.013,0.058,-0.044,1129,0,1513,649,0,71,0,117,33,0.000,59,1,3.399,0.035,1.563,-1.375,-2.688,-0.160,-0.020,0.988,0.000,-0.035,-0.004,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88671,88671,0,88671,118546.480,-0.997,0.013,0.058,-0.044,1125,0,1513,639,0,75,0,119,33,0.000,59,1,3.313,0.012,1.688,-1.250,-2.563,-0.160,-0.020,0.988,-0.008,-0.004,-0.008,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88671,88671,0,88671,118551.480,-0.997,0.013,0.058,-0.044,1123,0,1509,650,0,75,0,117,33,0.000,59,1,3.392,0.012,2.000,-1.250,-2.438,-0.160,-0.020,0.988,-0.008,-0.004,-0.008,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88714,88714,0,88714,118556.480,-0.997,0.013,0.058,-0.044,1119,0,1494,651,0,77,0,115,33,0.000,59,1,3.684,0.019,3.500,-0.813,-0.813,-0.172,-0.012,1.000,-0.016,0.008,-0.008,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88714,88714,0,88714,118561.480,-0.997,0.013,0.058,-0.044,1119,0,1507,649,0,77,0,119,33,0.000,59,1,5.469,0.114,5.063,-0.875,1.875,-0.168,-0.004,0.984,-0.074,0.086,-0.012,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88739,88739,0,88739,118566.480,-0.997,0.013,0.058,-0.044,1109,0,1510,647,0,77,0,115,33,0.000,59,1,2.671,0.117,2.438,-1.000,0.438,-0.133,-0.027,0.961,-0.074,0.086,-0.027,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88739,88739,0,88739,118571.480,-0.997,0.013,0.057,-0.044,1115,0,1493,651,0,79,0,119,33,0.000,59,1,3.106,0.125,0.125,-1.000,-2.938,-0.148,-0.016,0.984,0.117,-0.008,-0.043,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88739,88739,0,88739,118576.480,-0.997,0.013,0.057,-0.044,1106,0,1498,645,0,83,0,117,33,0.000,59,1,3.633,0.125,1.250,-0.813,-3.313,-0.168,-0.004,0.996,0.117,-0.008,-0.043,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88739,88739,0,88739,118581.480,-0.997,0.013,0.057,-0.044,1115,0,1495,652,0,86,0,119,33,0.000,59,1,2.901,0.055,2.000,-0.813,-1.938,-0.168,-0.020,0.984,-0.051,-0.008,-0.020,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88739,88739,0,88739,118586.480,-0.997,0.013,0.057,-0.045,1115,0,1480,650,0,85,0,122,33,0.000,59,1,1.741,0.061,1.125,-0.875,-1.000,-0.156,-0.016,0.980,-0.051,0.027,-0.020,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88739,88739,0,88739,118591.480,-0.997,0.013,0.057,-0.045,1113,0,1486,651,0,87,0,127,33,0.000,59,1,1.459,0.034,0.688,-0.625,-1.125,-0.160,-0.012,0.996,0.008,0.027,-0.020,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88739,88739,0,88739,118596.480,-0.997,0.013,0.057,-0.045,1111,0,1481,651,0,89,0,133,33,0.000,59,1,2.539,0.055,2.188,-0.813,-1.000,-0.164,-0.016,0.992,0.008,0.027,0.047,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88739,88739,0,88739,118601.480,-0.997,0.013,0.057,-0.045,1110,0,1469,649,0,89,0,125,33,0.000,59,1,2.095,0.059,1.750,-0.875,-0.750,-0.160,-0.020,0.980,-0.023,0.027,0.047,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88760,88760,0,88760,118606.480,-0.997,0.014,0.057,-0.045,1107,0,1440,647,0,93,0,127,33,0.000,59,1,1.788,0.037,0.688,-1.000,-1.313,-0.156,-0.020,0.988,-0.023,-0.016,-0.023,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88760,88760,0,88760,118611.480,-0.997,0.014,0.057,-0.045,1106,0,1429,649,0,93,0,127,33,0.000,59,1,2.452,0.031,1.063,-1.063,-1.938,-0.156,-0.016,0.992,0.012,-0.016,-0.023,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88760,88760,0,88760,118616.480,-0.997,0.014,0.057,-0.045,1099,0,1421,631,0,91,0,145,33,0.000,59,1,3.198,0.046,1.500,-1.188,-2.563,-0.156,-0.012,0.988,0.031,0.027,-0.020,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88760,88760,0,88760,118621.480,-0.997,0.014,0.057,-0.045,1084,0,1396,635,0,94,0,150,33,0.000,59,1,3.721,0.051,1.313,-1.250,-3.250,-0.152,-0.012,0.984,0.035,0.031,-0.020,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88760,88760,0,88760,118626.480,-0.997,0.014,0.057,-0.045,1095,0,1354,637,0,91,0,147,33,0.000,59,1,4.527,0.088,1.188,-1.438,-4.125,-0.148,-0.008,0.984,0.051,0.051,-0.051,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88760,88760,0,88760,118631.480,-0.997,0.014,0.057,-0.046,1093,0,1317,627,0,89,0,148,33,0.000,59,1,5.954,0.142,1.250,-1.500,-5.625,-0.148,-0.004,0.984,0.105,0.078,-0.055,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88760,88760,0,88760,118636.480,-0.997,0.014,0.057,-0.046,1077,0,1276,629,0,94,0,142,33,0.000,59,1,7.515,0.187,1.125,-1.625,-7.250,-0.148,0.004,0.980,0.113,0.129,-0.074,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88760,88760,0,88760,118641.480,-0.997,0.014,0.057,-0.046,1075,0,1224,628,0,99,0,143,33,0.000,59,1,9.075,0.216,1.188,-1.813,-8.813,-0.152,0.004,0.984,0.113,0.168,-0.074,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88795,88795,0,88795,118646.480,-0.997,0.014,0.057,-0.047,1071,0,1187,621,0,117,0,122,33,0.000,59,1,10.287,0.197,1.750,-2.000,-9.938,-0.156,-0.004,0.988,0.078,0.168,-0.066,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88795,88795,0,88795,118651.480,-0.997,0.014,0.056,-0.047,1063,0,1142,619,0,137,0,121,33,0.000,59,1,11.628,0.117,2.875,-2.438,-11.000,-0.160,-0.012,0.992,0.039,0.109,-0.016,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88795,88795,0,88795,118656.480,-0.997,0.014,0.056,-0.048,1063,0,1109,622,0,157,0,122,33,0.000,59,1,12.443,0.080,3.875,-2.750,-11.500,-0.160,-0.008,0.988,-0.016,0.078,0.004,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88795,88795,0,88795,118661.480,-0.997,0.014,0.056,-0.048,1045,0,1053,622,0,178,0,123,33,0.000,59,1,13.118,0.048,3.813,-3.000,-12.188,-0.164,-0.020,0.988,-0.027,0.039,0.008,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88796,88796,0,88796,118666.480,-0.997,0.014,0.056,-0.049,1051,0,1020,625,0,186,0,115,33,0.000,59,1,13.763,0.070,3.563,-3.313,-12.875,-0.168,-0.031,0.992,-0.055,-0.043,0.008,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88796,88796,0,88796,118671.480,-0.997,0.014,0.056,-0.049,1047,0,999,613,0,200,0,111,33,0.000,59,1,12.989,0.180,3.313,-3.500,-12.063,-0.172,-0.031,0.996,-0.129,-0.121,0.035,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88848,88848,0,88848,118676.480,-0.997,0.014,0.056,-0.050,1044,0,987,620,0,203,0,109,33,0.000,59,1,11.458,0.208,3.563,-3.500,-10.313,-0.168,-0.031,1.000,-0.129,-0.137,0.090,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88848,88848,0,88848,118681.480,-0.997,0.014,0.056,-0.050,1041,0,953,620,0,230,0,105,33,0.000,59,1,11.053,0.202,4.063,-3.438,-9.688,-0.164,-0.043,1.000,-0.090,-0.145,0.109,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88848,88848,0,88848,118686.480,-0.997,0.015,0.055,-0.051,1021,0,911,619,0,237,0,104,33,0.000,59,1,10.788,0.308,3.938,-3.438,-9.438,-0.168,-0.047,0.996,-0.090,-0.273,0.109,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88848,88848,0,88848,118691.480,-0.997,0.015,0.055,-0.051,1022,0,888,615,0,232,0,101,33,0.000,59,1,8.820,0.305,3.313,-3.250,-7.500,-0.164,-0.035,0.992,-0.102,-0.273,0.090,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88848,88848,0,88848,118696.482,-0.997,0.015,0.055,-0.051,1014,0,873,617,0,230,0,97,33,0.000,59,1,7.222,0.207,3.000,-3.063,-5.813,-0.156,-0.031,0.996,-0.102,-0.172,0.055,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88848,88848,0,88848,118701.480,-0.997,0.015,0.055,-0.051,1007,0,863,605,0,227,0,100,33,0.000,59,1,6.830,0.162,3.188,-2.875,-5.313,-0.152,-0.031,0.996,-0.023,-0.152,0.051,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88848,88848,0,88848,118706.482,-0.997,0.015,0.055,-0.052,991,0,845,602,0,243,0,101,33,0.000,59,1,6.358,0.153,3.313,-2.625,-4.750,-0.152,-0.020,0.988,0.004,-0.145,0.051,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88872,88872,0,88872,118711.480,-0.997,0.015,0.055,-0.052,979,0,846,599,0,229,0,85,33,0.000,59,1,5.563,0.059,3.000,-2.438,-4.000,-0.152,-0.016,0.988,0.004,-0.059,0.000,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88872,88872,0,88872,118716.480,-0.997,0.015,0.055,-0.052,983,1,839,597,0,237,0,85,33,0.000,59,1,5.178,0.052,2.500,-2.250,-3.938,-0.148,-0.012,0.984,0.035,-0.016,-0.035,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88872,88872,0,88872,118721.479,-0.997,0.015,0.055,-0.052,979,9,827,589,0,231,0,85,33,0.000,59,1,5.335,0.076,2.250,-2.063,-4.375,-0.148,-0.008,0.984,0.055,0.012,-0.051,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88872,88872,0,88872,118726.480,-0.997,0.015,0.054,-0.052,973,6,823,589,0,232,0,79,33,0.000,59,1,5.602,0.097,2.250,-1.938,-4.750,-0.148,-0.004,0.984,0.063,0.055,-0.051,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88872,88872,0,88872,118731.480,-0.997,0.015,0.054,-0.053,971,11,789,585,0,235,0,71,33,0.000,59,1,5.574,0.118,2.250,-1.688,-4.813,-0.148,-0.004,0.984,0.063,0.086,-0.051,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88872,88872,0,88872,118736.480,-0.997,0.015,0.054,-0.053,955,10,777,575,0,239,0,58,33,0.000,59,1,5.467,0.116,1.563,-1.563,-5.000,-0.148,-0.008,0.984,0.047,0.086,-0.063,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88872,88872,0,88872,118741.480,-0.997,0.015,0.054,-0.053,949,11,760,587,0,233,0,56,33,0.000,59,1,6.012,0.093,1.438,-1.563,-5.625,-0.152,-0.008,0.988,0.047,0.051,-0.063,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88872,88872,0,88872,118746.480,-0.997,0.015,0.054,-0.053,950,11,730,584,0,247,0,54,33,0.000,59,1,5.928,0.055,1.625,-1.500,-5.500,-0.152,-0.012,0.988,0.023,0.047,-0.016,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88872,88872,0,88872,118751.480,-0.997,0.015,0.054,-0.054,937,13,703,583,0,249,0,51,33,0.000,59,1,6.079,0.031,1.750,-1.500,-5.625,-0.145,-0.016,0.988,0.023,0.012,-0.016,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88917,88917,0,88917,118756.480,-0.997,0.016,0.054,-0.054,939,13,669,583,0,248,0,44,33,0.000,59,1,6.830,0.059,1.938,-1.500,-6.375,-0.148,-0.012,0.988,0.055,0.012,-0.020,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88917,88917,0,88917,118761.480,-0.997,0.016,0.054,-0.054,921,14,660,585,0,255,0,35,33,0.000,59,1,7.463,0.061,2.063,-1.563,-7.000,-0.152,-0.008,0.988,0.055,0.020,-0.020,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88918,88918,0,88918,118766.480,-0.997,0.016,0.054,-0.055,925,17,637,599,0,267,0,30,33,0.000,59,1,7.741,0.036,2.125,-1.688,-7.250,-0.152,-0.020,0.988,0.023,0.020,-0.020,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88918,88918,0,88918,118771.480,-0.997,0.016,0.054,-0.055,925,18,617,595,0,279,0,23,33,0.000,59,1,8.208,0.034,2.063,-1.750,-7.750,-0.152,-0.016,0.988,0.012,-0.031,-0.004,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88918,88918,0,88918,118776.480,-0.997,0.016,0.054,-0.055,915,19,607,602,0,291,0,23,33,0.000,59,1,8.388,0.034,2.250,-1.813,-7.875,-0.152,-0.008,0.992,0.012,-0.031,-0.004,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88918,88918,0,88918,118781.480,-0.997,0.016,0.054,-0.056,921,20,589,605,0,313,0,8,33,0.000,59,1,8.590,0.013,2.188,-2.000,-8.063,-0.156,-0.016,0.988,0.012,-0.004,0.004,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88919,88919,0,88919,118786.480,-0.997,0.016,0.053,-0.056,919,20,567,607,0,317,0,5,33,0.000,59,1,8.723,0.021,2.250,-2.000,-8.188,-0.156,-0.023,0.992,-0.020,-0.004,0.008,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88919,88919,0,88919,118791.480,-0.997,0.016,0.053,-0.056,917,25,540,600,0,326,0,5,33,0.000,59,1,8.504,0.114,2.250,-2.063,-7.938,-0.160,-0.027,0.992,-0.043,-0.102,0.027,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88963,88963,0,88963,118796.480,-0.997,0.016,0.053,-0.057,907,31,525,607,0,318,0,4,33,0.000,59,1,7.608,0.134,1.938,-2.063,-7.063,-0.160,-0.023,0.992,-0.078,-0.102,0.039,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88963,88963,0,88963,118801.480,-0.997,0.016,0.053,-0.057,892,33,525,610,0,317,0,4,33,0.000,59,1,6.785,0.132,1.938,-2.000,-6.188,-0.156,-0.023,0.992,-0.078,-0.098,0.043,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88964,88964,0,88964,118806.480,-0.997,0.016,0.053,-0.057,903,33,509,613,0,315,0,5,33,0.000,59,1,7.033,0.108,2.250,-1.938,-6.375,-0.152,-0.020,0.992,-0.031,-0.094,0.043,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,88964,88964,0,88964,118811.480,-0.997,0.016,0.053,-0.057,902,36,501,605,0,315,0,0,33,0.000,59,1,6.842,0.058,2.000,-1.938,-6.250,-0.152,-0.016,0.988,-0.016,-0.047,0.031,0.000,0.000,0.221,0.472,1,NULL,NULL,,0,0,0,7,255,0,250,0,0
