condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,79,79,0,79,294539.787,0.692,0.347,0.147,0.615,0,0,77,0,0,52,0,0,18,0.685,10,0,329.789,9.477,-157.563,-287.563,35.250,0.117,0.416,1.166,6.994,6.146,-1.768,1.952,1.954,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,79,79,0,79,294544.786,0.690,0.360,0.151,0.610,0,0,22,0,0,55,0,0,18,0.685,10,0,333.310,9.296,-151.188,-293.000,48.875,0.007,0.550,0.581,6.942,5.924,-1.768,1.966,1.966,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,79,79,0,79,294549.787,0.687,0.371,0.157,0.605,0,0,0,0,0,55,0,0,18,0.685,10,0,313.446,8.738,-100.375,-296.375,18.313,0.122,0.104,0.955,6.592,5.062,-2.696,1.978,1.978,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,79,79,0,79,294554.787,0.685,0.384,0.160,0.599,0,0,0,0,0,49,0,0,18,0.685,10,0,340.141,8.444,-158.438,-292.188,72.250,0.293,0.325,1.077,6.444,4.744,-2.696,1.990,1.988,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,79,79,0,79,294559.787,0.683,0.397,0.162,0.591,0,0,0,0,0,60,0,0,18,0.685,10,0,357.471,8.444,-184.813,-290.375,96.500,-0.031,0.566,0.632,6.444,4.744,-2.696,2.002,1.998,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,79,79,0,79,294564.786,0.680,0.410,0.165,0.584,0,0,0,0,0,61,0,0,18,0.685,10,0,348.168,10.096,-161.688,-295.875,86.813,0.028,0.385,0.761,6.444,4.744,-6.156,2.012,2.006,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,95,95,0,95,294569.787,0.678,0.423,0.169,0.577,0,0,0,0,0,56,0,0,18,0.685,10,0,348.760,9.743,-155.563,-299.000,89.625,-0.084,0.168,0.774,5.700,4.886,-6.210,2.022,2.014,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,95,95,0,95,294574.786,0.676,0.436,0.171,0.569,0,0,0,0,0,47,0,0,18,0.685,10,0,350.482,9.713,-161.813,-296.063,94.875,-0.020,0.291,0.788,4.862,5.670,-6.210,2.030,2.022,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,95,95,0,95,294579.787,0.674,0.449,0.173,0.561,0,0,0,0,0,49,0,0,18,0.685,10,0,354.203,9.609,-178.125,-286.000,109.250,-0.025,0.272,0.684,4.402,5.670,-6.388,2.038,2.028,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,111,111,0,111,294584.787,0.671,0.462,0.173,0.553,0,0,0,0,0,51,0,0,18,0.685,10,0,351.994,9.821,-197.313,-263.063,125.563,-0.195,0.271,0.220,4.402,5.054,-7.178,2.046,2.034,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,111,111,0,111,294589.787,0.669,0.473,0.173,0.546,0,0,0,0,0,64,0,0,18,0.685,10,0,315.347,11.727,-188.438,-222.125,120.813,-0.065,0.367,-0.148,2.542,2.738,-11.116,2.054,2.040,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,111,111,0,111,294594.786,0.668,0.482,0.173,0.540,0,0,0,0,0,63,0,0,18,0.685,10,0,237.211,11.428,-126.625,-180.375,87.750,0.116,0.110,-0.229,2.484,-0.932,-11.116,2.060,2.046,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,127,127,0,127,294599.787,0.668,0.486,0.174,0.536,0,0,0,0,0,67,0,0,18,0.685,10,0,142.483,11.023,-46.313,-119.375,62.500,0.260,-0.075,-0.320,0.604,-2.538,-10.710,2.068,2.052,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,127,127,0,127,294604.786,0.669,0.488,0.175,0.533,0,0,0,0,0,57,0,0,18,0.685,10,0,98.618,9.657,11.500,-63.438,74.625,0.225,0.128,0.093,0.604,-2.538,-9.298,2.074,2.056,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,127,127,0,127,294609.787,0.672,0.488,0.173,0.530,0,0,0,0,0,47,0,0,18,0.685,10,0,89.088,9.574,1.313,1.688,89.063,0.125,0.195,0.031,2.174,-0.696,-9.298,2.082,2.062,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,159,159,0,159,294614.787,0.675,0.486,0.170,0.528,0,0,0,0,0,47,0,0,18,0.685,10,0,116.786,9.987,29.125,53.063,99.875,-0.093,0.218,-0.131,2.174,-0.610,-9.728,2.088,2.066,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,159,159,0,159,294619.787,0.680,0.482,0.167,0.527,0,0,0,0,0,35,0,0,18,0.685,10,0,161.162,12.318,79.500,95.438,102.688,-0.331,0.367,-0.069,1.750,-0.568,-12.180,2.092,2.070,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,159,159,0,159,294624.786,0.685,0.476,0.165,0.527,0,0,0,0,0,29,0,0,18,0.685,10,0,193.284,12.964,121.750,131.000,73.313,-0.399,0.380,0.293,1.750,1.348,-12.774,2.098,2.074,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,159,159,0,159,294629.787,0.690,0.469,0.162,0.527,0,0,0,0,0,33,0,0,18,0.685,10,0,214.586,13.742,126.625,155.500,76.375,-0.327,0.206,0.495,2.094,4.612,-12.774,2.102,2.076,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,175,175,0,175,294634.787,0.695,0.461,0.159,0.528,0,0,0,0,0,25,0,0,18,0.685,10,0,225.126,12.922,127.250,172.938,67.688,-0.464,0.275,0.500,2.192,5.756,-11.360,2.104,2.076,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,175,175,0,175,294639.787,0.700,0.453,0.155,0.529,0,0,0,0,0,33,0,0,18,0.685,10,0,232.527,13.345,131.250,183.188,57.313,-0.558,0.280,0.454,2.094,6.682,-11.360,2.106,2.076,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,175,175,0,175,294644.786,0.704,0.445,0.152,0.532,0,0,0,0,0,28,0,0,18,0.685,10,0,232.031,13.543,128.375,192.438,18.063,-0.525,0.390,0.602,2.192,6.994,-11.388,2.106,2.076,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,175,175,0,175,294649.787,0.708,0.437,0.149,0.535,0,0,0,0,0,39,0,0,18,0.685,10,0,232.453,13.642,116.500,201.063,6.000,-0.315,0.266,0.531,2.740,6.994,-11.388,2.104,2.074,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,175,175,0,175,294654.786,0.711,0.428,0.146,0.538,0,0,0,0,0,29,0,0,18,0.685,10,0,239.471,11.783,121.000,206.438,9.438,-0.194,0.247,0.385,2.740,5.984,-9.774,2.104,2.070,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,175,175,0,175,294659.787,0.715,0.419,0.142,0.541,0,0,0,0,0,29,0,0,18,0.685,10,0,248.878,11.536,133.438,209.688,12.875,-0.309,0.233,0.492,2.578,5.640,-9.728,2.100,2.066,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,175,175,0,175,294664.787,0.718,0.410,0.139,0.545,0,0,0,0,0,31,0,0,18,0.685,10,0,246.965,11.405,128.625,210.813,2.313,-0.335,0.269,0.518,2.578,5.640,-9.572,2.094,2.058,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,191,191,0,191,294669.787,0.721,0.400,0.136,0.549,0,0,0,0,0,33,0,0,18,0.685,10,0,248.846,11.354,131.688,210.500,-16.500,-0.266,0.148,0.498,2.372,5.640,-9.564,2.086,2.048,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,191,191,0,191,294674.787,0.724,0.391,0.133,0.552,0,0,0,0,0,31,0,0,18,0.685,10,0,248.433,10.301,138.813,205.688,-11.938,-0.227,0.104,0.477,1.798,5.290,-8.654,2.074,2.034,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,208,208,0,208,294679.787,0.727,0.381,0.131,0.556,0,0,0,0,0,29,0,0,18,0.685,10,0,249.203,9.927,149.438,198.813,-15.625,-0.246,0.141,0.516,1.798,5.188,-8.270,2.060,2.020,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,208,208,0,208,294684.786,0.730,0.371,0.129,0.559,0,0,0,0,0,31,0,0,18,0.685,10,0,251.548,9.808,162.313,190.875,-22.313,-0.233,0.119,0.544,1.730,5.188,-8.142,2.044,2.002,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,208,208,0,208,294689.787,0.733,0.361,0.128,0.562,0,0,0,0,0,51,0,0,18,0.685,10,0,249.305,9.454,169.563,181.000,-25.313,-0.268,0.167,0.621,1.832,5.214,-7.670,2.026,1.984,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,208,208,0,208,294694.786,0.735,0.352,0.128,0.566,0,0,0,0,0,45,0,0,18,0.685,10,0,247.043,9.719,170.625,172.813,-45.313,-0.250,0.141,0.710,2.224,5.948,-7.358,2.010,1.966,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,224,224,0,224,294699.787,0.736,0.342,0.128,0.570,0,0,0,0,0,45,0,0,18,0.685,10,0,247.117,8.995,172.750,168.938,-51.813,-0.134,0.031,0.697,2.224,5.948,-6.370,1.992,1.948,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,224,224,0,224,294704.787,0.739,0.332,0.127,0.573,0,0,0,0,0,45,0,0,18,0.685,10,0,248.487,7.553,178.250,167.813,-42.563,-0.064,0.014,0.725,1.558,5.094,-5.354,1.972,1.928,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,240,240,0,240,294709.787,0.741,0.321,0.127,0.576,0,0,0,0,0,55,0,0,18,0.685,10,0,253.344,7.055,184.938,169.000,-37.688,-0.133,0.040,0.794,1.558,5.094,-4.626,1.954,1.908,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,240,240,0,240,294714.786,0.743,0.311,0.127,0.579,0,0,0,0,0,57,0,0,18,0.685,10,0,256.794,7.222,183.813,174.438,-41.563,-0.175,0.101,0.857,1.672,5.478,-4.400,1.934,1.886,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,271,271,0,271,294719.787,0.744,0.300,0.126,0.583,0,0,0,0,0,59,0,0,18,0.685,10,0,263.250,7.118,183.625,182.375,-48.188,-0.133,0.045,0.840,1.672,5.518,-4.174,1.912,1.864,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,271,271,0,271,294724.786,0.746,0.289,0.126,0.587,0,0,0,0,0,67,0,0,18,0.685,10,0,273.327,6.908,191.250,189.438,-47.375,-0.105,-0.010,0.856,1.662,5.518,-3.810,1.888,1.840,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,271,271,0,271,294729.787,0.748,0.277,0.125,0.590,0,0,0,0,0,59,0,0,18,0.685,10,0,282.040,6.336,196.875,197.688,-41.313,-0.102,-0.015,0.917,1.176,5.302,-3.264,1.864,1.816,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,271,271,0,271,294734.786,0.750,0.265,0.124,0.593,0,0,0,0,0,61,0,0,18,0.685,10,0,285.367,5.907,194.188,206.375,-33.688,-0.092,0.001,0.922,1.176,5.170,-2.604,1.840,1.788,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,271,271,0,271,294739.787,0.752,0.253,0.123,0.596,0,0,0,0,0,60,0,0,18,0.685,10,0,292.337,5.851,199.250,211.500,-32.063,-0.134,-0.006,0.832,1.150,5.112,-2.604,1.814,1.762,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,271,271,0,271,294744.786,0.754,0.240,0.122,0.599,0,0,0,0,0,59,0,0,18,0.685,10,0,305.016,5.527,212.688,216.125,-33.000,-0.097,-0.060,0.909,0.828,4.892,-2.436,1.786,1.732,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,287,287,0,287,294749.787,0.756,0.227,0.120,0.601,0,0,0,0,0,64,0,0,18,0.685,10,0,309.369,5.176,216.250,219.688,-26.125,-0.059,-0.081,0.971,0.408,4.674,-2.186,1.756,1.702,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,287,287,0,287,294754.786,0.759,0.214,0.119,0.604,0,0,0,0,0,59,0,0,18,0.685,10,0,309.816,4.620,216.375,221.188,-15.625,-0.074,-0.063,0.985,0.272,4.412,-1.344,1.726,1.670,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,287,287,0,287,294759.787,0.761,0.201,0.118,0.605,0,0,0,0,0,61,0,0,18,0.685,10,0,314.206,4.582,222.563,221.563,-10.063,-0.107,-0.077,1.054,0.256,4.412,-1.208,1.696,1.636,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,287,287,0,287,294764.786,0.763,0.187,0.117,0.607,0,0,0,0,0,62,0,0,18,0.685,10,0,314.309,4.770,225.125,219.250,-6.188,-0.158,-0.083,1.178,-0.006,4.736,-0.568,1.664,1.602,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,287,287,0,287,294769.787,0.766,0.174,0.116,0.608,0,0,0,0,0,63,0,0,18,0.685,10,0,311.100,5.437,223.188,216.688,-4.125,-0.203,-0.110,1.297,-0.232,5.408,0.508,1.630,1.566,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,287,287,0,287,294774.786,0.768,0.161,0.114,0.610,0,0,0,0,0,63,0,0,18,0.685,10,0,303.463,6.170,214.438,214.688,-3.938,-0.233,-0.110,1.391,-0.684,5.914,1.620,1.596,1.530,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,306,306,0,306,294779.787,0.770,0.149,0.113,0.611,0,0,0,0,0,67,0,0,18,0.685,10,0,293.066,6.774,201.063,213.188,-3.563,-0.245,-0.103,1.448,-0.882,6.226,2.520,1.560,1.490,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,306,306,0,306,294784.786,0.771,0.137,0.111,0.612,0,0,0,0,0,70,0,0,18,0.685,10,0,282.907,7.046,187.875,211.500,-2.688,-0.268,-0.099,1.479,-0.990,6.232,3.134,1.524,1.452,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,307,307,0,307,294789.787,0.773,0.125,0.108,0.613,0,0,0,0,0,75,0,0,18,0.685,10,0,274.340,7.241,176.188,210.250,-3.938,-0.289,-0.106,1.518,-1.160,6.238,3.490,1.488,1.412,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,319,319,0,319,294794.787,0.774,0.114,0.106,0.614,0,0,0,0,0,71,0,0,18,0.685,10,0,265.922,7.507,162.938,210.125,-3.625,-0.281,-0.114,1.537,-1.428,6.238,3.924,1.452,1.372,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,319,319,0,319,294799.787,0.776,0.103,0.103,0.614,0,0,0,0,0,77,0,0,18,0.685,10,0,260.734,7.402,153.250,210.750,9.000,-0.256,-0.129,1.512,-1.628,5.898,4.166,1.416,1.332,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,319,319,0,319,294804.786,0.777,0.092,0.100,0.614,0,0,0,0,0,77,0,0,18,0.685,10,0,259.952,6.976,149.563,211.875,17.750,-0.231,-0.248,1.479,-1.852,5.280,4.166,1.380,1.292,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,336,336,0,336,294809.787,0.778,0.082,0.096,0.616,0,0,0,0,0,109,0,0,18,0.685,10,0,255.550,6.414,141.188,212.000,-20.688,-0.064,-0.169,1.550,-2.056,4.422,4.166,1.344,1.252,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,336,336,0,336,294814.786,0.776,0.070,0.093,0.619,0,0,0,0,0,91,0,0,18,0.685,10,0,289.144,6.153,162.625,223.000,-86.188,0.392,-0.102,2.019,-2.056,2.854,5.048,1.308,1.214,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,368,368,0,368,294819.787,0.775,0.058,0.089,0.623,0,0,0,0,0,99,0,0,18,0.685,10,0,300.382,10.549,154.438,236.938,-101.188,0.539,-0.227,2.557,-1.998,-0.930,10.316,1.272,1.174,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,368,368,0,368,294824.787,0.774,0.050,0.083,0.625,0,0,0,0,0,97,0,0,18,0.685,10,0,249.165,12.043,70.063,234.875,-44.813,0.414,-0.174,2.172,-1.654,-2.012,11.758,1.238,1.134,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,368,368,0,368,294829.787,0.776,0.042,0.076,0.625,0,0,0,0,0,91,0,0,18,0.685,10,0,241.783,12.159,23.375,239.500,23.500,0.376,-0.502,1.585,-1.998,-2.368,11.758,1.202,1.096,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,368,368,0,368,294834.786,0.779,0.036,0.068,0.622,0,0,0,0,0,85,0,0,18,0.685,10,0,255.918,7.794,2.938,237.313,95.750,0.142,-0.709,1.083,-4.598,-2.200,5.896,1.168,1.058,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,368,368,0,368,294839.787,0.782,0.028,0.061,0.620,0,0,0,0,0,85,0,0,18,0.685,10,0,259.421,5.149,40.375,238.000,95.000,-0.149,-0.396,0.779,-4.598,-2.200,0.730,1.132,1.020,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,387,387,0,387,294844.786,0.784,0.018,0.055,0.618,0,0,0,0,0,79,0,0,18,0.685,10,0,259.380,4.739,92.063,235.000,59.813,-0.202,-0.295,0.847,-4.344,0.870,-1.682,1.096,0.980,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,387,387,0,387,294849.787,0.787,0.008,0.051,0.615,0,0,0,0,0,80,0,0,18,0.685,10,0,266.631,4.792,118.063,225.063,80.625,-0.232,-0.462,0.853,-4.344,1.118,-1.686,1.062,0.942,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,387,387,0,387,294854.786,0.789,-0.003,0.047,0.613,0,0,0,0,0,77,0,0,18,0.685,10,0,272.090,5.368,144.750,219.500,70.000,-0.284,-0.394,1.014,-4.892,1.432,-1.682,1.026,0.904,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,387,387,0,387,294859.787,0.790,-0.014,0.045,0.611,0,0,0,0,0,71,0,0,18,0.685,10,0,280.655,5.129,171.375,215.375,54.875,-0.438,-0.173,1.363,-4.892,1.538,-0.084,0.990,0.866,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,387,387,0,387,294864.786,0.791,-0.026,0.042,0.610,0,0,0,0,0,69,0,0,18,0.685,10,0,271.056,5.861,160.813,211.250,54.625,-0.458,-0.021,1.553,-3.490,3.164,3.488,0.956,0.828,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,387,387,0,387,294869.787,0.793,-0.037,0.039,0.607,0,0,0,0,0,71,0,0,18,0.685,10,0,268.309,7.090,149.438,209.000,77.313,-0.499,-0.068,1.553,-3.064,3.250,5.506,0.922,0.790,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,399,399,0,399,294874.787,0.795,-0.047,0.036,0.604,0,0,0,0,0,75,0,0,18,0.685,10,0,269.981,7.139,153.688,207.813,78.000,-0.602,-0.244,1.625,-3.064,3.320,5.528,0.888,0.752,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,399,399,0,399,294879.787,0.795,-0.058,0.032,0.603,0,0,0,0,0,71,0,0,18,0.685,10,0,251.946,8.737,142.563,207.500,9.813,-0.666,-0.215,1.788,-5.214,3.340,6.164,0.854,0.716,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,399,399,0,399,294884.787,0.794,-0.068,0.029,0.603,0,0,0,0,0,83,0,0,18,0.685,10,0,242.055,9.525,132.688,202.438,-1.938,-0.521,-0.202,1.735,-5.214,3.340,7.238,0.822,0.682,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,418,418,0,418,294889.787,0.793,-0.077,0.025,0.603,0,0,0,0,0,83,0,0,18,0.685,10,0,237.257,8.955,126.188,200.500,-12.938,-0.416,-0.204,1.660,-4.928,1.876,7.238,0.790,0.646,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,418,418,0,418,294894.786,0.792,-0.087,0.021,0.603,0,0,0,0,0,77,0,0,18,0.685,10,0,233.781,8.007,122.563,198.313,-17.438,-0.335,-0.235,1.614,-4.784,0.668,6.386,0.760,0.612,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,418,418,0,418,294899.787,0.791,-0.096,0.017,0.604,0,0,0,0,0,75,0,0,18,0.685,10,0,231.129,7.435,121.500,195.375,-22.063,-0.288,-0.221,1.553,-4.680,-0.398,5.764,0.730,0.580,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,418,418,0,418,294904.786,0.790,-0.105,0.014,0.604,0,0,0,0,0,73,0,0,18,0.685,10,0,231.142,6.891,123.875,193.063,-28.438,-0.208,-0.211,1.542,-4.538,-0.980,5.092,0.704,0.548,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,432,432,0,432,294909.787,0.788,-0.115,0.010,0.605,0,0,0,0,0,75,0,0,18,0.685,10,0,229.455,6.740,126.625,189.500,-26.563,-0.150,-0.216,1.547,-4.296,-1.954,4.812,0.676,0.518,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,432,432,0,432,294914.786,0.787,-0.124,0.007,0.605,0,0,0,0,0,70,0,0,18,0.685,10,0,227.744,7.014,127.813,186.563,-26.938,-0.169,-0.172,1.599,-4.280,-2.780,4.812,0.650,0.488,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,464,464,0,464,294919.787,0.785,-0.133,0.004,0.605,0,0,0,0,0,92,0,0,18,0.685,10,0,224.208,7.227,125.500,183.125,-31.375,-0.165,-0.155,1.664,-4.088,-2.902,5.206,0.626,0.460,1.062,1.013,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
