condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,53045,53045,0,53045,74203.140,-0.551,0.215,0.306,-0.746,3091,624,811,3133,339,2321,0,1959,55,0.602,63,0,29.752,11.871,-15.240,-25.160,4.460,0.166,-0.164,1.029,-2.602,-11.192,-2.980,0.000,0.000,3.929,0.514,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53045,53045,0,53045,74208.140,-0.552,0.213,0.306,-0.746,3097,633,909,3145,371,2347,0,2002,55,0.602,63,0,28.117,11.991,-10.980,-25.840,1.520,0.182,-0.236,1.024,-3.056,-11.206,-2.980,0.000,0.000,3.929,0.514,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53045,53045,0,53045,74213.140,-0.553,0.211,0.305,-0.746,3063,645,979,3133,416,2352,0,2035,55,0.602,63,0,28.746,12.193,-11.760,-26.080,-2.800,0.213,-0.328,1.025,-3.760,-11.224,-2.926,0.000,0.000,3.929,0.514,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53045,53045,0,53045,74218.140,-0.553,0.209,0.304,-0.747,3065,677,1015,3111,433,2387,0,2071,55,0.602,63,0,32.539,12.495,-9.440,-29.380,-10.320,0.226,-0.375,0.998,-4.688,-11.206,-2.926,0.000,0.000,3.929,0.514,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53045,53045,0,53045,74223.140,-0.552,0.207,0.304,-0.748,3053,665,1091,3083,505,2392,0,2107,55,0.602,63,0,32.562,12.495,-8.280,-24.260,-20.080,0.180,-0.401,0.966,-5.152,-11.012,-2.882,0.000,0.000,3.929,0.514,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53055,53055,0,53055,74228.140,-0.552,0.205,0.303,-0.749,3037,664,1141,3087,544,2379,21,2133,55,0.602,63,0,33.828,11.960,-12.560,-20.840,-23.500,0.143,-0.380,0.989,-5.152,-10.410,-2.852,0.000,0.000,3.929,0.514,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53055,53055,0,53055,74233.140,-0.552,0.203,0.303,-0.750,3017,676,1235,3052,575,2393,29,2161,55,0.602,63,0,33.760,11.775,-10.120,-21.500,-23.980,0.145,-0.352,1.021,-4.920,-10.410,-2.464,0.000,0.000,3.929,0.514,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53055,53055,0,53055,74238.140,-0.551,0.201,0.302,-0.751,3016,683,1272,3047,635,2419,61,2195,55,0.602,63,0,35.197,11.784,-6.760,-23.940,-24.900,0.152,-0.348,1.020,-4.624,-10.590,-2.308,0.000,0.000,3.929,0.514,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53055,53055,0,53055,74243.140,-0.551,0.199,0.302,-0.752,2971,677,1341,3033,681,2441,57,2201,55,0.602,63,0,39.400,11.784,-10.980,-22.120,-30.700,0.182,-0.383,0.974,-4.624,-10.590,-2.308,0.000,0.000,3.929,0.514,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53071,53071,0,53071,74248.140,-0.550,0.196,0.302,-0.754,2968,683,1397,2991,702,2423,57,2219,55,0.602,63,0,51.089,11.812,-14.700,-25.300,-41.880,0.157,-0.303,1.013,-4.596,-10.610,-2.412,0.000,0.000,3.929,0.514,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53071,53071,0,53071,74253.140,-0.549,0.194,0.301,-0.755,2949,694,1464,2981,760,2451,61,2250,55,0.602,63,0,45.908,11.654,-8.900,-27.300,-35.820,0.117,-0.278,1.050,-4.150,-10.620,-2.412,0.000,0.000,3.929,0.514,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53087,53087,0,53087,74258.140,-0.549,0.192,0.301,-0.756,2923,691,1519,2959,796,2449,59,2269,55,0.720,63,0,41.229,11.472,-10.660,-20.840,-33.940,0.109,-0.230,1.022,-3.760,-10.620,-2.164,0.000,0.000,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53087,53087,0,53087,74263.140,-0.548,0.190,0.301,-0.757,2877,711,1567,2937,839,2441,72,2293,55,0.720,63,0,36.322,11.399,-9.440,-24.060,-25.520,0.147,-0.247,1.016,-3.550,-10.614,-2.164,0.064,0.006,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53119,53119,0,53119,74268.140,-0.548,0.188,0.300,-0.758,2854,729,1611,2923,873,2467,105,2301,55,0.720,63,0,39.573,11.440,-5.360,-28.220,-27.220,0.176,-0.255,0.992,-3.550,-10.614,-2.368,0.120,0.010,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53119,53119,0,53119,74273.140,-0.547,0.185,0.299,-0.759,2829,731,1656,2875,923,2461,111,2331,55,0.720,63,0,43.049,11.503,-6.340,-29.380,-30.820,0.191,-0.208,0.967,-3.550,-10.614,-2.656,0.182,0.014,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53119,53119,0,53119,74278.140,-0.547,0.183,0.299,-0.760,2792,732,1715,2851,942,2463,133,2346,55,0.720,63,0,45.148,11.568,-15.740,-26.760,-32.780,0.159,-0.268,1.026,-3.716,-10.628,-2.656,0.238,0.018,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53119,53119,0,53119,74283.140,-0.546,0.180,0.298,-0.762,2747,761,1774,2813,989,2484,155,2377,55,0.720,63,0,46.261,11.423,-15.000,-30.000,-31.860,0.104,-0.273,1.020,-3.562,-10.628,-2.202,0.302,0.024,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53119,53119,0,53119,74288.140,-0.546,0.178,0.298,-0.762,2727,777,1843,2783,1013,2491,170,2413,55,0.720,63,0,42.180,10.925,-15.860,-30.420,-24.540,0.064,-0.259,1.006,-3.562,-10.158,-1.868,0.358,0.028,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53119,53119,0,53119,74293.140,-0.546,0.176,0.297,-0.763,2685,795,1903,2719,1078,2479,173,2423,55,0.720,63,0,38.186,10.536,-13.540,-32.980,-13.680,0.083,-0.259,0.994,-3.328,-9.820,-1.868,0.422,0.034,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53135,53135,0,53135,74298.140,-0.547,0.174,0.296,-0.764,2624,811,1976,2695,1118,2505,187,2442,55,0.720,63,0,37.202,10.543,-16.900,-32.620,-5.860,0.127,-0.249,0.974,-3.328,-9.820,-1.912,0.476,0.038,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53135,53135,0,53135,74303.140,-0.547,0.171,0.296,-0.764,2587,824,2027,2659,1160,2489,189,2447,55,0.720,63,0,38.593,10.802,-19.760,-33.100,-1.840,0.182,-0.234,0.960,-3.366,-10.000,-2.316,0.540,0.042,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53135,53135,0,53135,74308.140,-0.548,0.169,0.295,-0.764,2535,844,2067,2595,1195,2483,199,2463,55,0.720,63,0,38.674,11.204,-20.860,-32.440,-2.860,0.228,-0.238,0.960,-3.396,-10.318,-2.746,0.596,0.046,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53135,53135,0,53135,74313.140,-0.548,0.167,0.294,-0.765,2461,855,2139,2540,1261,2515,231,2487,55,0.720,63,0,37.668,11.531,-18.840,-31.880,-6.900,0.257,-0.211,0.943,-3.396,-10.614,-2.964,0.660,0.050,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53151,53151,0,53151,74318.140,-0.549,0.164,0.294,-0.765,2419,867,2196,2487,1296,2489,236,2531,55,0.720,63,0,38.238,11.733,-19.520,-30.900,-11.240,0.260,-0.208,0.950,-3.396,-10.754,-3.238,0.718,0.054,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53151,53151,0,53151,74323.140,-0.549,0.162,0.293,-0.766,2347,875,2235,2409,1325,2487,253,2528,55,0.720,63,0,37.212,11.717,-16.840,-30.480,-13.120,0.239,-0.186,0.960,-3.340,-10.754,-3.238,0.778,0.056,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53151,53151,0,53151,74328.140,-0.549,0.160,0.292,-0.766,2296,887,2269,2349,1369,2503,277,2551,55,0.720,63,0,36.710,11.603,-14.640,-30.900,-13.360,0.219,-0.208,0.967,-3.142,-10.740,-3.068,0.834,0.060,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53151,53151,0,53151,74333.140,-0.549,0.158,0.292,-0.767,2212,909,2324,2271,1429,2493,295,2581,55,0.720,63,0,36.504,11.373,-14.520,-30.660,-13.480,0.210,-0.223,0.971,-3.142,-10.564,-2.806,0.896,0.064,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53167,53167,0,53167,74338.140,-0.549,0.155,0.291,-0.768,2147,917,2345,2197,1459,2491,309,2585,55,0.720,63,0,43.298,11.282,-26.960,-31.160,-13.300,0.191,-0.200,0.931,-3.142,-10.466,-2.806,0.952,0.066,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53167,53167,0,53167,74343.140,-0.550,0.153,0.291,-0.768,2043,936,2391,2108,1510,2488,325,2629,55,0.720,63,0,43.401,10.966,-28.920,-30.420,-11.040,0.177,-0.368,1.017,-3.226,-10.140,-2.652,1.014,0.068,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53183,53183,0,53183,74348.140,-0.550,0.150,0.291,-0.769,1959,941,2423,2035,1546,2507,332,2635,55,0.720,63,0,37.403,10.920,-11.760,-33.660,-11.300,0.202,-0.251,0.992,-3.352,-10.140,-2.276,1.070,0.070,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53183,53183,0,53183,74353.140,-0.550,0.148,0.290,-0.769,1849,939,2461,1963,1584,2487,347,2657,55,0.720,63,0,36.394,11.273,-12.080,-33.220,-8.660,0.231,-0.281,0.978,-3.708,-10.400,-2.276,1.130,0.072,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53183,53183,0,53183,74358.140,-0.550,0.146,0.289,-0.770,1765,953,2494,1871,1638,2489,359,2666,55,0.720,63,0,38.030,11.303,-9.080,-36.280,-6.900,0.252,-0.270,0.925,-3.708,-10.400,-2.420,1.188,0.074,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53183,53183,0,53183,74363.140,-0.551,0.144,0.288,-0.770,1670,960,2531,1787,1680,2493,364,2668,55,0.720,63,0,40.633,11.291,-7.620,-38.040,-12.080,0.260,-0.301,0.936,-3.708,-10.300,-2.764,1.248,0.074,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53215,53215,0,53215,74368.140,-0.551,0.141,0.286,-0.771,1554,969,2551,1692,1708,2477,369,2680,55,0.720,63,0,36.891,11.334,-4.940,-33.780,-13.980,0.314,-0.208,0.857,-3.708,-10.300,-2.936,1.302,0.076,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53215,53215,0,53215,74373.140,-0.550,0.139,0.286,-0.772,1415,985,2593,1597,1767,2493,383,2711,55,0.720,63,0,37.450,11.605,-12.260,-28.700,-20.700,0.340,-0.283,0.930,-3.988,-10.414,-3.212,1.366,0.078,4.095,0.720,2,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53215,53215,0,53215,74378.140,-0.550,0.137,0.285,-0.773,1323,985,2619,1507,1816,2485,416,2732,55,0.720,63,0,40.427,11.804,-9.320,-28.400,-27.220,0.329,-0.252,0.904,-3.770,-10.656,-3.402,1.424,0.080,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53215,53215,0,53215,74383.140,-0.549,0.134,0.285,-0.774,1212,985,2659,1375,1848,2487,421,2740,55,0.720,63,0,42.658,11.810,-10.600,-24.920,-32.960,0.314,-0.283,0.930,-3.952,-10.656,-3.212,1.484,0.082,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53215,53215,0,53215,74388.140,-0.548,0.132,0.284,-0.775,1131,992,2685,1303,1899,2482,435,2760,55,0.720,63,0,47.245,11.706,-9.560,-24.320,-39.360,0.289,-0.304,0.958,-3.952,-10.602,-3.000,1.542,0.086,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53215,53215,0,53215,74393.140,-0.547,0.130,0.283,-0.777,1013,989,2703,1223,1929,2486,440,2762,55,0.720,63,0,48.928,11.496,-7.320,-26.520,-40.460,0.253,-0.283,0.954,-3.952,-10.490,-2.550,1.602,0.090,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53231,53231,0,53231,74398.140,-0.546,0.128,0.282,-0.778,931,995,2741,1109,1975,2479,455,2791,55,0.720,63,0,51.758,11.304,-1.260,-31.460,-41.080,0.242,-0.276,1.006,-3.682,-10.408,-2.430,1.658,0.094,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53231,53231,0,53231,74403.140,-0.546,0.125,0.282,-0.779,819,986,2775,1003,2007,2471,469,2780,55,0.720,63,0,45.543,11.101,-4.500,-28.960,-34.860,0.269,-0.231,0.930,-3.508,-10.248,-2.430,1.718,0.096,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53231,53231,0,53231,74408.140,-0.545,0.123,0.281,-0.781,744,984,2782,919,2058,2419,471,2819,55,0.720,63,0,45.600,11.234,-6.940,-23.820,-38.260,0.310,-0.268,0.990,-3.508,-10.408,-2.358,1.774,0.098,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53231,53231,0,53231,74413.140,-0.544,0.121,0.280,-0.782,623,984,2823,836,2063,2443,490,2824,55,0.720,63,0,48.529,11.657,-2.420,-25.040,-41.500,0.329,-0.262,0.988,-3.676,-10.788,-2.446,1.838,0.102,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53247,53247,0,53247,74418.140,-0.542,0.119,0.279,-0.783,555,958,2824,781,2091,2442,506,2851,55,0.720,63,0,52.454,11.750,-2.120,-24.860,-46.140,0.325,-0.245,0.994,-3.676,-10.902,-2.388,1.894,0.104,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53247,53247,0,53247,74423.140,-0.541,0.117,0.278,-0.785,492,953,2855,728,2123,2441,527,2857,55,0.720,63,0,56.082,11.699,1.780,-24.980,-50.180,0.304,-0.248,1.006,-3.508,-10.902,-2.388,1.952,0.108,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53247,53247,0,53247,74428.140,-0.540,0.115,0.277,-0.787,445,932,2860,701,2137,2411,540,2843,55,0.720,63,0,58.350,11.505,4.220,-27.180,-51.460,0.271,-0.240,0.990,-3.438,-10.768,-2.146,2.008,0.110,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53247,53247,0,53247,74433.140,-0.538,0.113,0.276,-0.788,403,908,2888,656,2168,2427,552,2872,55,0.720,63,0,56.861,11.112,4.040,-26.700,-50.040,0.250,-0.229,0.986,-3.256,-10.414,-2.102,2.070,0.114,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53263,53263,0,53263,74438.140,-0.537,0.111,0.275,-0.790,363,887,2914,616,2207,2408,567,2875,55,0.720,63,0,55.989,10.866,4.460,-29.140,-47.600,0.233,-0.218,0.980,-3.080,-10.220,-2.032,2.126,0.116,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53263,53263,0,53263,74443.140,-0.536,0.108,0.273,-0.791,311,879,2923,570,2232,2391,585,2873,55,0.720,63,0,60.028,10.675,11.980,-38.900,-44.120,0.202,-0.194,1.026,-2.920,-10.072,-1.998,2.188,0.120,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53279,53279,0,53279,74448.140,-0.535,0.106,0.272,-0.793,281,871,2963,549,2265,2385,614,2899,55,0.720,63,0,47.236,10.542,4.460,-33.600,-32.900,0.236,-0.114,0.933,-2.526,-10.038,-1.998,2.248,0.124,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53279,53279,0,53279,74453.140,-0.535,0.104,0.271,-0.794,264,856,2965,527,2296,2397,638,2891,55,0.720,63,0,46.886,10.593,2.460,-35.300,-30.760,0.266,-0.155,0.988,-2.460,-10.072,-2.170,2.308,0.126,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53279,53279,0,53279,74458.140,-0.534,0.102,0.269,-0.795,255,847,2968,503,2317,2361,659,2899,55,0.720,63,0,46.340,10.908,2.640,-36.160,-28.860,0.301,-0.155,0.994,-2.460,-10.388,-2.242,2.364,0.128,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53279,53279,0,53279,74463.140,-0.534,0.100,0.268,-0.796,217,829,3004,477,2350,2376,673,2931,55,0.720,63,0,47.417,11.162,4.280,-36.940,-29.420,0.323,-0.145,1.019,-2.542,-10.650,-2.170,2.426,0.130,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53313,53313,0,53313,74468.140,-0.533,0.098,0.266,-0.797,180,825,2998,433,2377,2343,697,2937,55,0.720,63,0,49.720,11.447,7.340,-38.840,-30.160,0.328,-0.163,1.041,-2.588,-10.946,-2.126,2.482,0.132,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53313,53313,0,53313,74473.140,-0.532,0.096,0.264,-0.798,148,811,3019,393,2395,2323,717,2937,55,0.720,63,0,50.860,11.424,4.400,-39.940,-31.180,0.289,-0.201,1.061,-2.686,-10.946,-1.868,2.544,0.134,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53313,53313,0,53313,74478.140,-0.532,0.093,0.263,-0.800,109,812,3033,355,2427,2329,741,2939,55,0.720,63,0,53.396,11.109,10.580,-43.780,-28.680,0.269,-0.226,1.116,-2.826,-10.656,-1.366,2.602,0.136,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53313,53313,0,53313,74483.140,-0.531,0.091,0.261,-0.801,93,787,3051,308,2455,2287,765,2933,55,0.720,63,0,51.899,11.052,5.680,-42.500,-29.240,0.295,-0.186,1.130,-2.826,-10.656,-0.782,2.662,0.136,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53313,53313,0,53313,74488.140,-0.531,0.089,0.259,-0.802,56,753,3075,264,2475,2275,784,2957,55,0.720,63,0,56.804,11.302,8.980,-47.020,-30.580,0.308,-0.280,1.156,-2.888,-10.904,-0.706,2.718,0.138,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53313,53313,0,53313,74493.140,-0.530,0.086,0.257,-0.803,41,755,3063,259,2488,2257,810,2949,55,0.720,63,0,60.594,11.439,11.360,-49.640,-32.840,0.292,-0.295,1.179,-3.448,-10.904,-0.268,2.782,0.138,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53327,53327,0,53327,74498.140,-0.530,0.084,0.255,-0.804,25,716,3080,231,2510,2211,827,2955,55,0.720,63,0,64.146,11.330,7.820,-54.580,-32.780,0.260,-0.292,1.183,-3.448,-10.792,0.086,2.838,0.138,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53327,53327,0,53327,74503.140,-0.529,0.081,0.254,-0.806,16,694,3099,219,2520,2175,851,2967,55,0.720,63,0,65.469,11.005,2.940,-59.660,-26.800,0.219,-0.288,1.203,-3.284,-10.500,0.288,2.900,0.140,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53327,53327,0,53327,74508.140,-0.529,0.078,0.251,-0.807,2,684,3115,205,2547,2151,864,2963,55,0.720,63,0,68.927,10.945,7.880,-64.360,-23.380,0.246,-0.275,1.288,-3.020,-10.500,0.654,2.960,0.142,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53327,53327,0,53327,74513.140,-0.529,0.075,0.249,-0.808,0,683,3117,197,2569,2115,882,2969,55,0.720,63,0,74.266,11.261,15.460,-68.260,-24.840,0.304,-0.256,1.288,-2.938,-10.820,1.054,3.024,0.146,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53343,53343,0,53343,74518.140,-0.529,0.072,0.246,-0.809,0,671,3127,189,2577,2072,913,2975,55,0.720,63,0,82.619,11.538,22.960,-71.920,-33.560,0.306,-0.244,1.267,-2.884,-11.122,1.054,3.088,0.148,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53343,53343,0,53343,74523.140,-0.528,0.069,0.243,-0.811,0,636,3121,187,2589,2028,947,2987,55,0.720,63,0,88.901,11.532,17.960,-79.680,-35.100,0.266,-0.252,1.266,-2.858,-11.122,1.054,3.148,0.150,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53363,53363,0,53363,74528.140,-0.528,0.066,0.240,-0.812,0,611,3129,181,2611,1993,967,2975,55,0.720,63,0,93.499,11.071,18.760,-84.860,-34.480,0.244,-0.234,1.246,-2.746,-10.674,1.048,3.206,0.154,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53363,53363,0,53363,74533.140,-0.528,0.062,0.237,-0.813,0,580,3163,167,2611,1927,981,2973,55,0.720,63,0,95.693,11.006,16.300,-87.300,-35.640,0.267,-0.216,1.279,-2.496,-10.660,1.130,3.272,0.158,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53363,53363,0,53363,74538.140,-0.527,0.058,0.234,-0.815,0,551,3141,159,2624,1891,1005,2963,55,0.720,63,0,102.937,10.991,17.280,-94.800,-36.200,0.252,-0.197,1.318,-2.362,-10.660,1.262,3.332,0.162,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53363,53363,0,53363,74543.140,-0.527,0.054,0.231,-0.816,0,533,3163,163,2636,1786,1019,2979,55,0.720,63,0,108.301,10.981,11.680,-102.140,-34.060,0.222,-0.183,1.384,-2.044,-10.660,1.666,3.398,0.166,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53375,53375,0,53375,74548.140,-0.527,0.050,0.227,-0.817,0,523,3141,163,2649,1718,1033,2959,55,0.720,63,0,114.269,11.118,13.620,-108.240,-34.000,0.251,-0.226,1.424,-2.044,-10.670,2.364,3.458,0.170,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53375,53375,0,53375,74553.140,-0.527,0.045,0.224,-0.819,0,519,3150,141,2679,1691,1045,2971,55,0.720,63,0,121.954,11.331,17.840,-113.740,-40.220,0.252,-0.260,1.485,-2.046,-10.778,2.834,3.524,0.172,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53391,53391,0,53391,74558.140,-0.526,0.041,0.220,-0.820,0,493,3163,139,2683,1645,1062,2967,55,0.720,63,0,130.698,11.535,20.040,-121.840,-42.840,0.238,-0.245,1.538,-2.046,-10.778,3.564,3.586,0.176,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53391,53391,0,53391,74563.140,-0.526,0.036,0.216,-0.822,0,475,3171,112,2685,1587,1069,2975,55,0.720,63,0,142.169,11.682,16.560,-135.280,-40.460,0.194,-0.266,1.555,-1.872,-10.776,4.104,3.652,0.178,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53407,53407,0,53407,74568.140,-0.526,0.030,0.211,-0.823,0,457,3155,99,2701,1555,1085,2953,55,0.720,63,0,149.497,11.350,17.780,-142.900,-40.160,0.185,-0.307,1.560,-1.872,-10.232,4.542,3.712,0.182,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53407,53407,0,53407,74573.140,-0.526,0.024,0.207,-0.824,0,413,3161,74,2718,1501,1075,2940,55,0.720,63,0,157.830,11.365,3.360,-151.760,-43.220,0.169,-0.325,1.744,-1.772,-10.132,4.834,3.774,0.182,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53434,53434,0,53434,74578.140,-0.526,0.018,0.203,-0.826,0,393,3135,55,2710,1437,1070,2921,55,0.720,63,0,175.667,12.133,8.500,-166.900,-54.140,0.133,-0.302,1.839,-1.678,-10.002,6.660,3.832,0.184,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53434,53434,0,53434,74583.140,-0.525,0.010,0.199,-0.828,0,331,3157,50,2729,1399,1067,2929,55,0.720,63,0,188.678,12.648,3.680,-177.640,-63.480,0.074,-0.440,2.109,-1.320,-10.002,7.628,3.894,0.182,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53434,53434,0,53434,74588.140,-0.524,0.003,0.193,-0.829,0,291,3131,20,2717,1320,1069,2893,55,0.720,63,0,209.383,14.482,17.520,-196.620,-69.820,0.026,-0.482,2.190,-1.160,-9.656,10.730,3.952,0.182,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53434,53434,0,53434,74593.140,-0.523,-0.004,0.187,-0.832,0,247,3129,2,2731,1245,1063,2872,55,0.720,63,0,224.997,14.402,45.720,-207.360,-74.400,0.055,-0.684,2.044,-1.320,-9.004,11.162,4.014,0.182,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53434,53434,0,53434,74598.140,-0.522,-0.013,0.181,-0.834,0,239,3097,0,2713,1163,1045,2813,55,0.720,63,0,238.829,14.410,18.200,-220.660,-89.540,0.046,-0.798,2.234,-3.184,-7.636,11.798,4.070,0.182,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53434,53434,0,53434,74603.140,-0.520,-0.023,0.174,-0.836,0,207,3063,0,2681,1077,1035,2757,55,0.720,63,0,265.789,15.540,16.680,-247.160,-96.320,-0.106,-0.749,2.319,-3.184,-7.270,13.360,4.134,0.184,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,53435,53435,0,53435,74608.140,-0.519,-0.032,0.167,-0.838,0,167,3019,0,2697,979,1029,2703,55,0.720,63,0,281.347,15.686,32.540,-262.540,-95.760,-0.126,-0.855,2.326,-2.608,-5.890,14.302,4.192,0.186,4.095,0.720,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
