condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,L_q0,L_q1,L_q2,L_q3,L_heel1,L_mid1,L_fore1,L_heel2,L_fore3,L_mid2,L_fore4,L_fore2,L_cadence,L_speed,L_steps,L_zupt,L_gyroNorm,L_accH,L_gyro_x,L_gyro_y,L_gyro_z,L_acc_x,L_acc_y,L_acc_z,L_nav_ax,L_nav_ay,L_nav_az,L_stepVel,L_stepVelj,L_stepDispRaw,L_stepDispZUPT,L_gaitEvent,L_stepTimeMs,L_stepDeviationMs,L_baselineMs,L_motorMode,L_motorActive,L_motorAlignment,L_motorRegionMask,L_motorAmplitude,L_motorIntervalMs,L_motorDurationMs,L_motorPhaseMs,L_motorCycleMs
baseline,89,89,0,89,501787.851,0.943,-0.059,-0.001,-0.327,0,0,2531,0,2799,1619,1807,2924,32,0.419,68,0,103.374,1.837,-23.375,-91.375,42.313,-0.093,0.099,1.168,-0.972,-0.736,1.374,0.638,0.926,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,89,89,0,89,501792.850,0.943,-0.059,0.003,-0.329,0,0,2552,0,2803,1595,1815,2907,32,0.419,68,0,107.157,2.005,-29.500,-93.813,42.563,-0.090,0.154,1.177,-0.972,-0.704,1.606,0.618,0.910,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,89,89,0,89,501797.842,0.942,-0.059,0.008,-0.330,0,0,2543,0,2807,1571,1827,2903,32,0.419,68,0,111.343,2.365,-31.125,-97.875,43.000,-0.131,0.118,1.138,-1.352,-1.088,1.606,0.598,0.892,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,89,89,0,89,501802.808,0.941,-0.060,0.013,-0.331,0,0,2547,0,2805,1545,1839,2909,32,0.419,68,0,120.666,2.352,-26.875,-110.375,40.688,-0.208,0.105,1.120,-1.548,-1.222,1.282,0.576,0.872,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,105,105,0,105,501807.823,0.941,-0.060,0.017,-0.332,0,0,2525,0,2804,1495,1847,2893,32,0.419,68,0,114.471,2.492,-20.625,-109.250,27.250,-0.113,0.097,1.225,-1.548,-1.474,1.282,0.554,0.854,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,105,105,0,105,501812.844,0.941,-0.061,0.022,-0.333,0,0,2488,0,2807,1479,1854,2871,32,0.419,68,0,123.354,3.274,-16.688,-116.875,35.750,-0.180,0.045,1.271,-1.762,-1.808,2.084,0.532,0.834,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,105,105,0,105,501817.849,0.940,-0.062,0.027,-0.334,0,0,2488,0,2813,1461,1867,2872,32,0.419,68,0,130.520,3.332,-26.625,-123.688,32.063,-0.150,0.153,1.294,-1.762,-1.486,2.406,0.510,0.814,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,120,120,0,120,501822.849,0.939,-0.063,0.033,-0.335,0,0,2465,0,2808,1421,1873,2853,32,0.419,68,0,132.450,4.102,-22.438,-126.938,30.438,-0.213,0.086,1.237,-2.330,-2.368,2.406,0.486,0.794,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,120,120,0,120,501827.847,0.939,-0.064,0.039,-0.336,0,0,2419,0,2807,1363,1879,2823,32,0.419,68,0,143.509,4.182,-21.250,-139.250,27.438,-0.259,0.127,1.281,-2.494,-2.368,2.380,0.462,0.772,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,137,137,0,137,501832.808,0.938,-0.065,0.045,-0.336,0,0,2385,0,2797,1311,1869,2787,32,0.419,68,0,147.457,4.422,-20.938,-145.063,16.188,-0.147,0.182,1.305,-2.878,-2.368,2.380,0.438,0.750,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,137,137,0,137,501837.808,0.938,-0.066,0.052,-0.337,0,0,2329,0,2791,1256,1879,2769,32,0.419,68,0,153.578,4.925,-19.063,-151.375,17.563,-0.239,0.100,1.417,-3.242,-2.476,2.760,0.412,0.726,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,137,137,0,137,501842.852,0.937,-0.068,0.059,-0.337,0,0,2273,0,2797,1203,1869,2711,32,0.419,68,0,164.061,5.536,-22.875,-161.500,17.625,-0.223,0.085,1.404,-3.208,-2.940,3.422,0.384,0.702,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,168,168,0,168,501847.807,0.937,-0.069,0.066,-0.337,0,0,2251,0,2771,1160,1866,2681,32,0.419,68,0,172.763,5.675,-17.438,-171.000,17.375,-0.189,0.194,1.434,-3.262,-2.940,3.594,0.358,0.676,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,168,168,0,168,501852.814,0.936,-0.071,0.074,-0.337,0,0,2157,0,2743,1131,1861,2632,32,0.419,68,0,180.749,6.067,-19.375,-178.688,19.125,-0.259,0.196,1.486,-3.834,-2.788,3.786,0.328,0.650,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,168,168,0,168,501857.827,0.935,-0.073,0.082,-0.337,0,0,2074,0,2712,1073,1845,2567,32,0.419,68,0,195.212,6.514,-18.250,-193.313,20.125,-0.241,0.347,1.534,-4.590,-2.168,4.082,0.300,0.624,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,168,168,0,168,501862.807,0.934,-0.075,0.090,-0.337,0,0,1965,0,2670,1022,1830,2533,32,0.419,68,0,201.621,7.116,-28.938,-199.188,11.750,-0.139,0.349,1.533,-5.132,-1.772,4.600,0.272,0.596,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,168,168,0,168,501867.848,0.933,-0.077,0.099,-0.337,0,0,1889,0,2635,979,1815,2472,32,0.419,68,0,213.000,7.007,-27.688,-210.250,19.938,-0.052,0.401,1.500,-5.132,-1.266,4.600,0.240,0.568,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,184,184,0,184,501872.841,0.932,-0.078,0.109,-0.337,0,0,1799,0,2599,923,1801,2392,32,0.419,68,0,226.295,7.011,-39.313,-220.688,31.000,-0.199,0.547,1.691,-5.132,-0.772,4.714,0.210,0.540,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,184,184,0,184,501877.849,0.930,-0.079,0.119,-0.337,0,0,1699,0,2538,877,1779,2313,32,0.419,68,0,239.010,9.484,-57.375,-231.000,21.750,-0.177,0.527,1.673,-7.532,-0.772,5.712,0.180,0.510,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,184,184,0,184,501882.847,0.929,-0.080,0.130,-0.337,0,0,1563,0,2483,825,1765,2227,32,0.419,68,0,252.274,9.486,-65.500,-243.125,15.563,-0.083,0.447,1.558,-7.532,-0.786,5.712,0.150,0.480,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,184,184,0,184,501887.808,0.928,-0.081,0.141,-0.336,0,0,1465,0,2407,729,1737,2133,32,0.419,68,0,258.011,8.644,-57.875,-251.000,14.813,-0.041,0.383,1.718,-6.428,-0.882,5.712,0.118,0.448,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,184,184,0,184,501892.838,0.926,-0.082,0.153,-0.336,0,0,1353,0,2301,665,1691,2017,32,0.419,68,0,269.130,9.032,-66.938,-259.875,20.375,-0.110,0.433,1.850,-6.428,-1.538,6.156,0.090,0.418,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,184,184,0,184,501897.820,0.924,-0.082,0.165,-0.335,0,0,1189,0,2171,585,1661,1870,32,0.419,68,0,282.185,10.400,-90.750,-266.625,17.438,-0.227,0.546,1.865,-7.804,-2.048,6.562,0.066,0.386,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,201,201,0,201,501902.846,0.922,-0.082,0.178,-0.333,0,0,1057,0,2022,488,1593,1704,32,0.419,68,0,294.335,11.942,-107.500,-274.000,-0.813,-0.336,0.577,1.768,-9.764,-2.056,6.562,0.054,0.354,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,201,201,0,201,501907.851,0.921,-0.082,0.190,-0.330,0,0,895,0,1887,443,1519,1543,32,0.419,68,0,300.338,12.312,-111.063,-277.938,-24.875,-0.320,0.509,1.829,-10.860,-2.282,5.332,0.062,0.322,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,216,216,0,216,501912.846,0.920,-0.081,0.203,-0.326,0,0,762,0,1725,382,1435,1331,32,0.419,68,0,311.959,12.449,-121.125,-283.750,-46.188,-0.245,0.442,1.837,-10.860,-2.934,5.332,0.084,0.290,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,216,216,0,216,501917.851,0.918,-0.081,0.217,-0.322,0,0,659,0,1561,295,1351,1223,32,0.419,68,0,322.573,12.081,-132.750,-288.813,-54.938,-0.167,0.370,1.886,-10.344,-3.094,5.420,0.112,0.258,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,233,233,0,233,501922.808,0.917,-0.080,0.230,-0.317,0,0,586,0,1387,280,1221,1103,32,0.419,68,0,337.545,12.057,-147.313,-296.625,-65.188,-0.148,0.314,1.903,-9.980,-3.406,5.846,0.142,0.226,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,233,233,0,233,501927.807,0.915,-0.078,0.244,-0.311,0,0,493,0,1171,230,1066,971,32,0.419,68,0,357.587,12.024,-166.875,-305.563,-81.563,-0.058,0.256,1.696,-9.940,-3.406,5.846,0.174,0.196,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,233,233,0,233,501932.808,0.913,-0.077,0.259,-0.304,0,0,397,0,952,189,880,807,32,0.419,68,0,366.113,10.173,-165.375,-316.125,-82.188,0.157,0.149,1.341,-8.674,-3.208,4.238,0.206,0.164,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,233,233,0,233,501937.852,0.911,-0.077,0.273,-0.300,0,0,323,0,699,183,720,724,32,0.419,68,0,352.085,6.246,-120.750,-325.438,-58.938,0.297,0.030,1.223,-5.538,-1.948,2.132,0.240,0.134,0.118,0.476,3,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,270,270,0,270,501942.849,0.907,-0.078,0.288,-0.297,0,0,234,0,473,181,463,561,32,0.419,68,0,342.792,4.725,-83.938,-331.813,-19.000,0.394,-0.003,1.254,-3.740,-1.948,2.132,0.272,0.102,0.118,0.476,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,270,270,0,270,501947.851,0.903,-0.080,0.302,-0.296,0,0,172,0,307,173,239,431,32,0.419,68,0,346.369,4.539,-55.125,-340.500,31.500,0.296,-0.070,1.200,-3.690,-1.964,1.770,0.310,0.070,0.118,0.476,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,270,270,0,270,501952.850,0.897,-0.082,0.316,-0.297,0,0,99,0,128,168,39,327,32,0.419,68,0,354.926,4.467,-36.063,-345.500,72.813,0.201,0.047,1.049,-3.690,-2.126,1.348,0.348,0.038,0.118,0.476,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,270,270,0,270,501957.825,0.891,-0.085,0.330,-0.299,0,0,45,0,11,160,0,218,32,0.419,68,0,360.872,4.974,-11.188,-349.625,88.688,0.137,0.210,1.050,-4.460,-2.126,-0.578,0.388,0.030,0.118,0.476,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,271,271,0,271,501962.808,0.885,-0.088,0.344,-0.302,0,0,19,0,0,155,0,123,32,0.419,68,0,368.347,6.279,4.125,-354.188,101.063,0.090,0.358,1.109,-6.024,-1.284,-1.218,0.424,0.056,0.118,0.476,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,271,271,0,271,501967.846,0.877,-0.091,0.358,-0.305,0,0,3,0,0,160,0,77,32,0.419,68,0,375.440,7.669,5.375,-356.125,118.750,0.076,0.324,1.052,-7.478,-1.020,-1.362,0.450,0.084,0.118,0.476,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,271,271,0,271,501972.844,0.870,-0.093,0.373,-0.309,0,0,0,0,0,168,0,31,32,0.419,68,0,381.185,8.006,-7.313,-355.688,136.875,0.048,0.536,1.055,-7.700,-0.714,-2.072,0.470,0.104,0.118,0.476,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,285,285,0,285,501977.808,0.862,-0.095,0.387,-0.313,0,0,0,0,0,163,0,18,32,0.419,68,0,380.226,8.814,-16.750,-350.938,145.375,-0.007,0.450,0.942,-8.408,-0.302,-2.628,0.484,0.120,0.118,0.476,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,285,285,0,285,501982.847,0.854,-0.096,0.401,-0.317,0,0,0,0,0,167,0,0,32,0.419,68,0,377.642,9.308,-20.938,-344.625,153.000,-0.030,0.335,0.859,-8.408,-0.302,-3.982,0.494,0.130,0.118,0.476,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,285,285,0,285,501987.811,0.846,-0.097,0.414,-0.321,0,0,0,0,0,169,0,0,32,0.419,68,0,364.276,8.974,-22.563,-328.438,155.938,-0.136,0.222,0.783,-7.478,-1.086,-4.840,0.500,0.136,0.118,0.476,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,285,285,0,285,501992.852,0.839,-0.097,0.426,-0.325,0,0,0,0,0,165,0,0,32,0.419,68,0,344.123,9.786,-35.750,-294.250,174.813,-0.224,0.420,0.696,-7.478,-1.086,-6.218,0.504,0.138,0.118,0.476,4,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,285,285,0,285,501997.840,0.833,-0.095,0.435,-0.328,0,0,0,0,0,153,0,0,32,0.419,68,0,258.171,11.018,-64.500,-215.063,127.438,0.043,0.812,0.436,-7.688,-0.836,-7.848,0.506,0.134,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,297,297,0,297,502002.815,0.829,-0.095,0.441,-0.331,0,0,0,0,0,151,0,0,32,0.419,68,0,177.016,10.987,-5.688,-144.563,102.000,0.111,0.353,0.740,-7.688,-0.106,-7.848,0.502,0.120,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,297,297,0,297,502007.843,0.825,-0.095,0.444,-0.336,0,0,0,0,0,154,0,0,32,0.419,68,0,167.704,9.270,53.250,-88.313,132.250,0.061,0.185,1.334,-7.688,-0.106,-5.178,0.496,0.104,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,312,312,0,312,502012.847,0.823,-0.092,0.444,-0.341,0,0,0,0,0,159,0,0,32,0.419,68,0,136.147,11.264,-15.688,10.750,134.813,-0.363,0.403,1.689,-9.750,-4.320,-3.628,0.490,0.088,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,312,312,0,312,502017.851,0.824,-0.085,0.443,-0.343,0,0,0,0,0,157,0,0,32,0.419,68,0,167.059,13.295,-97.250,74.625,113.500,-0.592,0.376,1.104,-11.824,-4.876,-3.628,0.484,0.074,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,333,333,0,333,502022.807,0.825,-0.078,0.441,-0.345,0,0,0,0,0,133,0,0,32,0.419,68,0,187.860,15.470,-104.563,128.250,88.938,-0.589,0.388,0.506,-11.824,-4.876,-8.702,0.482,0.064,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,333,333,0,333,502027.811,0.827,-0.071,0.436,-0.347,0,0,0,0,0,109,0,0,32,0.419,68,0,195.019,14.495,-65.000,162.813,85.438,-0.514,0.380,0.421,-7.928,-2.162,-11.940,0.482,0.060,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,333,333,0,333,502032.808,0.829,-0.065,0.430,-0.350,0,0,0,0,0,105,0,0,32,0.419,68,0,210.409,14.429,-44.063,185.438,89.125,-0.550,0.309,0.579,-7.808,-2.162,-11.940,0.484,0.058,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,333,333,0,333,502037.847,0.832,-0.059,0.424,-0.353,0,0,0,0,0,111,0,0,32,0.419,68,0,223.031,13.835,-55.875,198.750,84.375,-0.565,0.225,0.672,-7.808,-2.880,-11.052,0.488,0.060,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,377,377,0,377,502042.807,0.835,-0.051,0.418,-0.355,0,0,0,0,0,119,0,0,32,0.419,68,0,233.941,13.608,-77.563,206.063,79.063,-0.504,0.122,0.517,-7.808,-3.754,-10.494,0.492,0.062,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,377,377,0,377,502047.852,0.838,-0.044,0.412,-0.357,0,0,0,0,0,117,0,0,32,0.419,68,0,236.191,12.704,-77.813,207.750,81.063,-0.444,0.102,0.250,-6.098,-3.754,-10.494,0.498,0.064,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,377,377,0,377,502052.850,0.840,-0.037,0.405,-0.359,0,0,0,0,0,112,0,0,32,0.419,68,0,231.113,12.565,-59.375,206.188,85.875,-0.438,0.095,0.116,-4.020,-2.588,-11.620,0.502,0.066,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,377,377,0,377,502057.810,0.842,-0.030,0.399,-0.362,0,0,0,0,0,119,0,0,32,0.419,68,0,226.406,12.742,-39.500,204.938,87.750,-0.435,0.067,0.128,-3.106,-2.424,-12.118,0.506,0.066,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,377,377,0,377,502062.807,0.844,-0.025,0.391,-0.365,0,0,0,0,0,117,0,0,32,0.419,68,0,224.806,12.742,-25.563,205.813,86.750,-0.435,0.049,0.185,-3.106,-2.424,-12.118,0.510,0.068,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,377,377,0,377,502067.850,0.847,-0.019,0.384,-0.368,0,0,0,0,0,107,0,0,32,0.419,68,0,223.855,12.396,-17.188,207.313,82.688,-0.486,0.101,0.292,-3.300,-2.774,-11.622,0.514,0.070,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,377,377,0,377,502072.851,0.849,-0.014,0.377,-0.370,0,0,0,0,0,108,0,0,32,0.419,68,0,222.408,12.531,-13.625,208.938,75.000,-0.536,0.130,0.402,-4.526,-3.066,-11.276,0.520,0.072,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,377,377,0,377,502077.843,0.851,-0.009,0.369,-0.373,0,0,0,0,0,112,0,0,32,0.419,68,0,223.135,12.679,-15.563,212.563,66.063,-0.566,0.122,0.517,-5.626,-3.512,-10.806,0.526,0.076,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,377,377,0,377,502082.839,0.854,-0.004,0.361,-0.374,0,0,0,0,0,109,0,0,32,0.419,68,0,226.931,12.602,-23.563,218.438,56.813,-0.598,0.122,0.569,-6.426,-4.088,-10.040,0.534,0.080,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,377,377,0,377,502087.850,0.857,0.002,0.353,-0.376,0,0,0,0,0,103,0,0,32,0.419,68,0,231.839,12.717,-29.563,225.500,45.000,-0.631,0.125,0.577,-6.902,-4.414,-9.726,0.540,0.084,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,400,400,0,400,502092.843,0.860,0.007,0.345,-0.376,0,0,0,0,0,101,0,0,32,0.419,68,0,238.266,12.903,-31.000,234.313,30.125,-0.635,0.114,0.601,-7.136,-4.584,-9.724,0.546,0.086,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,400,400,0,400,502097.809,0.863,0.012,0.337,-0.376,0,0,0,0,0,104,0,0,32,0.419,68,0,245.779,12.730,-31.750,243.250,15.125,-0.630,0.119,0.623,-7.248,-4.640,-9.380,0.552,0.090,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,401,401,0,401,502102.808,0.867,0.018,0.328,-0.375,0,0,0,0,0,102,0,0,32,0.419,68,0,253.676,12.564,-32.188,251.625,-0.500,-0.629,0.134,0.640,-7.402,-4.640,-9.030,0.556,0.092,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,401,401,0,401,502107.807,0.871,0.023,0.318,-0.374,0,0,0,0,0,107,0,0,32,0.419,68,0,262.814,12.318,-31.750,260.375,-16.375,-0.586,0.102,0.609,-7.402,-4.496,-8.760,0.562,0.094,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,409,409,0,409,502112.846,0.875,0.028,0.308,-0.372,0,0,0,0,0,107,0,0,32,0.419,68,0,271.292,11.849,-26.938,268.750,-25.438,-0.526,0.057,0.541,-7.048,-4.290,-8.504,0.564,0.094,0.118,0.476,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
