condition_phase,condition_phase_elapsed_ms,condition_elapsed_ms,is_stimulation_on,t_ms,device_t_ms,R_q0,R_q1,R_q2,R_q3,R_heel1,R_mid1,R_fore1,R_heel2,R_fore3,R_mid2,R_fore4,R_fore2,R_cadence,R_speed,R_steps,R_zupt,R_gyroNorm,R_accH,R_gyro_x,R_gyro_y,R_gyro_z,R_acc_x,R_acc_y,R_acc_z,R_nav_ax,R_nav_ay,R_nav_az,R_stepVel,R_stepVelj,R_stepDispRaw,R_stepDispZUPT,R_gaitEvent,R_stepTimeMs,R_stepDeviationMs,R_baselineMs,R_motorMode,R_motorActive,R_motorAlignment,R_motorRegionMask,R_motorAmplitude,R_motorIntervalMs,R_motorDurationMs,R_motorPhaseMs,R_motorCycleMs
baseline,36,36,0,36,185133.080,0.931,-0.009,-0.001,0.365,687,182,69,1835,63,684,0,337,31,0.000,6,0,0.872,0.076,-0.480,0.580,-0.440,-0.015,0.041,1.005,0.018,-0.074,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,1206.000,0,0,0,7,255,0,250,0,0
baseline,36,36,0,36,185138.078,0.931,-0.009,-0.001,0.365,683,182,67,1824,67,681,0,331,31,0.000,6,0,0.555,0.098,0.180,0.500,0.160,-0.016,0.051,0.999,-0.064,-0.074,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,36,36,0,36,185143.078,0.931,-0.009,-0.001,0.365,688,181,67,1823,67,679,0,333,31,0.000,6,0,0.157,0.074,-0.060,-0.040,-0.140,-0.005,0.056,0.998,-0.064,-0.026,-0.026,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,36,36,0,36,185148.078,0.931,-0.009,-0.001,0.366,690,179,63,1829,64,681,0,331,31,0.000,6,0,0.958,0.067,-0.660,0.140,-0.680,-0.012,0.049,1.007,-0.056,-0.026,-0.026,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,36,36,0,36,185153.078,0.931,-0.009,-0.001,0.366,686,179,69,1824,67,681,0,333,31,0.000,6,0,0.892,0.050,0.620,0.640,0.040,-0.014,0.070,1.000,0.042,-0.026,-0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,36,36,0,36,185158.078,0.931,-0.009,-0.001,0.366,685,181,71,1831,61,678,0,331,31,0.000,6,0,0.469,0.103,0.440,0.140,-0.080,-0.003,0.072,0.986,0.070,0.076,-0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,63,185163.079,0.931,-0.009,-0.001,0.366,689,182,69,1833,59,677,0,331,31,0.000,6,0,1.712,0.109,-1.700,-0.040,-0.200,-0.004,0.046,0.998,0.070,0.076,-0.036,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,63,185168.078,0.931,-0.009,-0.001,0.366,683,176,63,1833,62,679,0,327,31,0.000,6,0,0.457,0.110,-0.060,0.320,-0.320,-0.003,0.063,1.011,0.104,0.002,-0.036,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,63,185173.080,0.931,-0.009,-0.001,0.366,685,180,68,1831,63,680,0,331,31,0.000,6,0,2.155,0.135,0.560,0.700,-1.960,-0.021,0.030,1.010,-0.018,-0.106,0.082,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,63,185178.078,0.931,-0.009,-0.001,0.366,686,181,65,1831,60,680,0,329,31,0.000,6,0,1.418,0.150,-0.660,0.640,1.080,-0.023,0.050,0.992,-0.126,0.002,0.082,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,63,185183.078,0.931,-0.009,-0.001,0.366,684,184,67,1831,67,679,0,329,31,0.000,6,0,0.736,0.162,0.680,-0.280,0.040,0.008,0.108,0.987,-0.126,0.042,-0.092,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,63,63,0,63,185188.078,0.931,-0.009,-0.001,0.366,685,181,62,1833,63,681,0,328,31,0.000,6,0,1.942,0.162,-1.460,0.320,-1.240,-0.013,0.016,1.017,-0.126,0.042,-0.092,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,81,81,0,81,185193.079,0.931,-0.009,-0.001,0.366,686,183,60,1832,58,681,0,331,31,0.000,6,0,1.038,0.162,-0.240,1.000,-0.140,-0.015,0.045,1.013,-0.102,-0.048,0.116,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,81,81,0,81,185198.078,0.931,-0.009,-0.001,0.366,685,175,71,1835,67,678,0,327,31,0.000,6,0,1.531,0.162,1.460,0.380,-0.260,-0.007,0.075,0.989,-0.102,-0.048,0.116,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,81,81,0,81,185203.079,0.931,-0.009,-0.001,0.366,686,183,69,1833,60,681,0,329,31,0.000,6,0,1.782,0.024,-1.040,-0.280,-1.420,-0.009,0.055,1.000,0.008,-0.022,-0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,81,81,0,81,185208.078,0.931,-0.009,-0.001,0.366,691,181,63,1839,59,683,0,330,31,0.000,6,0,1.775,0.024,0.000,1.360,1.140,-0.025,0.040,1.011,0.008,-0.022,-0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,81,81,0,81,185213.079,0.931,-0.009,-0.001,0.366,689,181,70,1837,64,679,0,331,31,0.000,6,0,0.912,0.024,0.300,-0.040,-0.860,0.010,0.077,0.995,0.008,-0.022,-0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,81,81,0,81,185218.078,0.931,-0.009,-0.002,0.366,691,180,71,1838,61,683,0,317,31,0.000,6,0,0.885,0.210,-0.420,0.380,-0.680,-0.030,0.033,1.003,-0.208,-0.024,0.016,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,95,95,0,95,185223.080,0.931,-0.009,-0.002,0.366,695,183,69,1849,61,683,0,331,31,0.000,6,0,1.117,0.227,0.240,0.820,0.720,0.004,0.074,1.002,0.226,0.016,0.014,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,95,95,0,95,185228.078,0.931,-0.009,-0.002,0.366,693,183,69,1849,60,679,0,329,31,0.000,6,0,1.642,0.279,-0.920,-0.040,-1.360,-0.017,0.021,1.006,-0.276,-0.036,0.016,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,113,113,0,113,185233.079,0.931,-0.009,-0.002,0.366,691,183,67,1843,60,679,0,330,31,0.000,6,0,2.324,0.231,2.020,1.120,-0.260,-0.012,0.093,1.003,0.226,0.030,0.036,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,113,113,0,113,185238.078,0.931,-0.009,-0.002,0.366,691,180,71,1844,61,681,0,329,31,0.000,6,0,1.253,0.266,-1.100,0.020,0.600,-0.013,0.029,0.988,-0.194,-0.178,0.036,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,113,113,0,113,185243.078,0.931,-0.009,-0.002,0.366,693,183,64,1847,56,677,0,327,31,0.000,6,0,1.152,0.279,0.440,0.940,-0.500,-0.003,0.083,1.007,0.238,0.142,0.036,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,113,113,0,113,185248.078,0.931,-0.009,-0.002,0.366,693,181,71,1840,61,679,0,329,31,0.000,6,0,0.533,0.222,-0.420,0.260,-0.200,-0.016,0.034,0.999,-0.178,-0.130,-0.026,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,159,159,0,159,185253.080,0.931,-0.009,-0.002,0.366,693,183,63,1844,57,677,0,327,31,0.000,6,0,0.887,0.064,0.440,0.700,-0.320,-0.010,0.060,1.006,0.034,0.020,0.050,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,159,159,0,159,185258.078,0.931,-0.009,-0.002,0.366,695,179,67,1845,59,672,0,325,31,0.000,6,0,0.638,0.022,0.440,0.440,-0.140,-0.020,0.066,1.000,0.008,0.020,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,159,159,0,159,185263.080,0.931,-0.009,-0.002,0.366,701,181,67,1851,59,679,0,324,31,0.000,6,0,0.738,0.022,-0.180,0.580,0.420,-0.010,0.043,0.997,0.008,0.020,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,159,159,0,159,185268.078,0.931,-0.009,-0.002,0.366,693,184,70,1847,55,675,0,325,31,0.000,6,0,0.533,0.075,0.180,0.500,0.040,-0.013,0.066,1.010,0.008,0.074,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,159,159,0,159,185273.078,0.931,-0.009,-0.002,0.366,697,183,67,1847,56,677,0,319,31,0.000,6,0,0.610,0.094,0.180,0.500,0.300,-0.007,0.048,0.999,-0.018,-0.088,-0.026,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,159,159,0,159,185278.078,0.931,-0.010,-0.002,0.366,695,185,65,1845,55,669,0,327,31,0.000,6,0,0.951,0.059,0.120,0.500,-0.800,-0.017,0.059,1.003,-0.018,0.052,0.020,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,159,159,0,159,185283.078,0.931,-0.010,-0.002,0.366,695,180,71,1847,56,669,0,316,31,0.000,6,0,0.581,0.059,-0.120,0.440,0.360,-0.016,0.061,1.003,-0.018,0.052,0.020,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,178,178,0,178,185288.078,0.931,-0.010,-0.002,0.366,693,185,67,1849,57,668,0,318,31,0.000,6,0,1.128,0.056,0.120,0.580,0.960,-0.009,0.053,1.001,-0.004,0.052,0.020,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,178,178,0,178,185293.078,0.931,-0.010,-0.002,0.366,699,183,70,1861,52,673,0,324,31,0.000,6,0,0.496,0.010,0.180,0.440,-0.140,-0.010,0.057,0.999,-0.002,-0.010,-0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,178,178,0,178,185298.078,0.931,-0.010,-0.002,0.366,695,178,63,1847,53,669,0,317,31,0.000,6,0,0.464,0.033,-0.060,0.380,-0.260,-0.013,0.065,0.996,0.020,-0.010,-0.024,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,178,178,0,178,185303.078,0.931,-0.010,-0.002,0.366,698,183,67,1859,55,671,0,315,31,0.000,6,0,0.992,0.033,-0.360,0.580,0.720,-0.012,0.050,1.001,0.020,-0.010,-0.024,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,178,178,0,178,185308.078,0.931,-0.010,-0.002,0.366,694,181,72,1848,53,665,0,317,31,0.000,6,0,0.776,0.044,0.300,0.580,0.420,-0.006,0.050,1.003,0.002,-0.044,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,191,191,0,191,185313.080,0.931,-0.010,-0.002,0.366,699,180,61,1851,51,667,0,316,31,0.000,6,0,1.229,0.044,0.440,0.440,-1.060,-0.009,0.062,0.996,0.002,-0.044,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,191,191,0,191,185318.078,0.931,-0.010,-0.002,0.366,697,181,69,1852,52,670,0,324,31,0.000,6,0,0.772,0.022,-0.060,0.700,-0.320,-0.021,0.059,1.001,0.002,0.020,0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,214,214,0,214,185323.078,0.931,-0.010,-0.002,0.366,701,183,69,1865,52,672,0,325,31,0.000,6,0,1.447,0.053,0.120,0.580,1.320,-0.014,0.045,1.009,-0.048,0.020,0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,214,214,0,214,185328.078,0.931,-0.010,-0.002,0.366,695,180,71,1864,54,669,0,318,31,0.000,6,0,0.908,0.080,0.800,0.380,-0.200,-0.002,0.058,1.001,-0.048,-0.064,0.008,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,214,214,0,214,185333.078,0.931,-0.010,-0.002,0.366,697,183,64,1853,48,666,0,315,31,0.000,6,0,1.646,0.073,0.380,0.440,-1.540,-0.015,0.064,0.995,0.034,-0.064,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,214,214,0,214,185338.079,0.931,-0.010,-0.002,0.366,696,177,69,1853,53,663,0,315,31,0.000,6,0,0.790,0.080,-0.480,0.580,0.240,-0.027,0.055,1.007,0.034,0.072,0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,223,223,0,223,185343.080,0.931,-0.010,-0.002,0.366,696,182,62,1853,52,667,0,317,31,0.000,6,0,1.754,0.102,0.440,0.440,1.640,-0.014,0.054,1.013,-0.036,0.072,0.062,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,223,223,0,223,185348.078,0.931,-0.010,-0.002,0.366,697,183,67,1851,53,667,0,315,31,0.000,6,0,0.611,0.073,0.560,0.200,-0.140,-0.005,0.055,0.998,-0.036,-0.016,0.062,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,223,223,0,223,185353.078,0.931,-0.010,-0.002,0.366,697,183,67,1863,52,665,0,313,31,0.000,6,0,1.265,0.043,-0.660,0.200,-1.060,-0.017,0.055,1.003,-0.036,-0.016,0.018,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,223,223,0,223,185358.079,0.931,-0.010,-0.002,0.366,697,181,64,1852,52,661,0,316,31,0.000,6,0,0.755,0.051,-0.420,0.320,0.540,-0.020,0.049,1.013,-0.046,-0.014,0.018,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,262,262,0,262,185363.078,0.931,-0.010,-0.002,0.366,699,176,64,1851,51,662,0,315,31,0.000,6,0,1.091,0.053,0.560,0.260,0.900,-0.009,0.058,1.003,-0.046,-0.014,0.022,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,262,262,0,262,185368.078,0.931,-0.010,-0.002,0.366,697,181,69,1849,48,664,0,312,31,0.000,6,0,0.520,0.040,-0.120,0.080,-0.500,-0.010,0.063,0.991,0.030,-0.014,0.022,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,262,262,0,262,185373.078,0.931,-0.010,-0.002,0.366,696,176,69,1853,51,660,0,317,31,0.000,6,0,1.427,0.042,-1.220,0.020,-0.740,-0.021,0.063,1.001,0.030,0.030,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,262,262,0,262,185378.079,0.931,-0.010,-0.002,0.366,695,181,69,1851,51,661,0,313,31,0.000,6,0,1.147,0.045,-0.780,-0.040,0.840,-0.018,0.058,1.004,-0.020,0.040,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,262,262,0,262,185383.078,0.931,-0.010,-0.002,0.366,695,173,67,1849,47,660,0,315,31,0.000,6,0,1.196,0.045,-0.360,0.020,1.140,-0.002,0.054,0.996,-0.020,0.040,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,262,262,0,262,185388.078,0.931,-0.010,-0.002,0.366,696,180,63,1861,46,653,0,315,31,0.000,6,0,0.909,0.106,-0.660,0.080,-0.620,-0.001,0.057,0.995,0.056,-0.072,-0.054,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,271,271,0,271,185393.078,0.931,-0.010,-0.002,0.366,699,175,62,1851,47,653,0,312,31,0.000,6,0,1.594,0.106,-0.720,0.080,-1.420,-0.016,0.062,0.997,0.056,-0.072,-0.054,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,271,271,0,271,185398.078,0.931,-0.010,-0.002,0.366,699,180,69,1863,45,654,0,317,31,0.000,6,0,0.826,0.070,-0.780,0.080,-0.260,-0.019,0.062,0.998,0.008,0.060,-0.036,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,287,287,0,287,185403.079,0.931,-0.010,-0.002,0.366,695,179,63,1851,46,655,0,313,31,0.000,6,0,0.897,0.066,-0.780,0.140,0.420,-0.008,0.054,1.000,0.008,0.060,-0.026,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,287,287,0,287,185408.078,0.931,-0.010,-0.002,0.366,695,175,63,1851,45,656,0,315,31,0.000,6,0,0.638,0.054,-0.300,0.260,-0.500,-0.005,0.057,1.000,0.012,-0.052,-0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,287,287,0,287,185413.080,0.931,-0.010,-0.002,0.366,692,179,69,1863,41,658,0,312,31,0.000,6,0,1.019,0.064,-0.300,0.320,-0.920,-0.013,0.063,0.997,0.036,-0.052,-0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,287,287,0,287,185418.078,0.931,-0.010,-0.002,0.366,697,181,69,1860,45,651,0,310,31,0.000,6,0,0.844,0.057,-0.600,0.320,-0.500,-0.013,0.060,0.997,0.036,0.018,-0.040,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,304,304,0,304,185423.078,0.931,-0.010,-0.002,0.366,699,176,69,1854,43,655,0,311,31,0.000,6,0,0.933,0.047,-0.720,0.320,-0.500,-0.010,0.057,1.001,0.016,0.018,-0.040,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,304,304,0,304,185428.078,0.931,-0.010,-0.002,0.366,698,181,70,1853,46,654,0,312,31,0.000,6,0,0.960,0.025,-0.480,0.380,-0.740,-0.010,0.053,1.003,0.016,-0.018,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,319,319,0,319,185433.078,0.931,-0.010,-0.002,0.366,701,178,68,1861,47,653,0,309,31,0.000,6,0,1.096,0.056,-0.240,0.380,-1.000,-0.011,0.050,1.004,-0.006,-0.050,0.024,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,319,319,0,319,185438.078,0.931,-0.010,-0.002,0.366,697,176,68,1861,45,651,0,308,31,0.000,6,0,1.293,0.056,-0.180,0.320,-1.240,-0.012,0.055,1.003,-0.010,-0.050,0.024,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,319,319,0,319,185443.079,0.931,-0.010,-0.002,0.366,695,180,69,1861,45,653,0,311,31,0.000,6,0,1.390,0.050,-0.120,0.260,-1.360,-0.015,0.054,1.001,-0.036,-0.026,0.024,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,319,319,0,319,185448.078,0.931,-0.010,-0.002,0.366,701,178,69,1865,45,651,0,309,31,0.000,6,0,1.430,0.041,-0.420,0.140,-1.360,-0.016,0.056,1.003,-0.034,-0.010,0.020,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,319,319,0,319,185453.078,0.931,-0.010,-0.002,0.366,700,181,69,1869,43,649,0,311,31,0.000,6,0,1.148,0.041,-0.240,0.080,-1.120,-0.016,0.060,1.003,-0.034,0.010,0.020,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,319,319,0,319,185458.078,0.931,-0.010,-0.002,0.366,697,179,69,1864,51,650,0,308,31,0.000,6,0,1.140,0.024,-0.420,0.020,-1.060,-0.013,0.056,0.999,-0.008,0.010,0.020,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,351,351,0,351,185463.079,0.930,-0.010,-0.002,0.366,701,179,67,1863,45,653,0,308,31,0.000,6,0,1.468,0.027,-0.780,-0.100,-1.240,-0.013,0.056,1.004,-0.006,-0.006,0.026,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,351,351,0,351,185468.078,0.930,-0.010,-0.002,0.366,695,179,60,1861,45,650,0,311,31,0.000,6,0,1.624,0.030,-0.660,-0.100,-1.480,-0.014,0.057,1.004,-0.008,-0.006,0.028,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,351,351,0,351,185473.080,0.930,-0.010,-0.002,0.366,701,173,67,1864,43,652,0,311,31,0.000,6,0,1.628,0.028,-0.660,-0.160,-1.480,-0.015,0.058,1.001,-0.004,0.002,0.028,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,351,351,0,351,185478.078,0.930,-0.010,-0.002,0.366,697,175,69,1866,47,651,0,310,31,0.000,6,0,1.668,0.019,-0.860,-0.160,-1.420,-0.017,0.061,1.001,-0.004,0.018,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,351,351,0,351,185483.079,0.930,-0.010,-0.002,0.366,699,180,69,1865,47,649,0,304,31,0.000,6,0,1.771,0.034,-1.100,-0.280,-1.360,-0.016,0.060,1.001,-0.002,0.034,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,352,352,0,352,185488.078,0.930,-0.010,-0.002,0.366,695,181,67,1867,45,653,0,311,31,0.000,6,0,1.772,0.034,-1.220,-0.340,-1.240,-0.017,0.057,1.003,-0.002,0.034,0.002,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,367,367,0,367,185493.078,0.930,-0.010,-0.002,0.366,700,179,69,1870,47,652,0,312,31,0.000,6,0,1.620,0.038,-1.100,-0.400,-1.120,-0.016,0.057,1.002,-0.022,0.026,0.016,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,367,367,0,367,185498.078,0.930,-0.010,-0.002,0.367,700,179,69,1869,47,652,0,311,31,0.000,6,0,1.648,0.035,-1.160,-0.340,-1.120,-0.013,0.056,1.001,-0.022,0.022,0.016,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,384,384,0,384,185503.079,0.930,-0.010,-0.002,0.367,701,175,69,1869,49,649,0,313,31,0.000,6,0,1.652,0.013,-1.220,-0.340,-1.060,-0.013,0.059,1.001,-0.006,0.010,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,384,384,0,384,185508.078,0.930,-0.010,-0.002,0.367,695,175,64,1864,43,649,0,312,31,0.000,6,0,1.691,0.014,-1.220,-0.340,-1.120,-0.013,0.058,1.001,0.010,0.008,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,384,384,0,384,185513.078,0.930,-0.010,-0.002,0.367,697,179,64,1861,44,648,0,310,31,0.000,6,0,1.734,0.017,-1.280,-0.340,-1.120,-0.012,0.059,0.999,0.014,0.008,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,384,384,0,384,185518.078,0.930,-0.010,-0.002,0.367,695,179,70,1854,44,648,0,309,31,0.000,6,0,1.836,0.018,-1.460,-0.340,-1.060,-0.013,0.059,1.000,0.016,0.008,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,399,399,0,399,185523.080,0.930,-0.010,-0.002,0.367,701,178,69,1866,51,653,0,311,31,0.000,6,0,1.748,0.018,-1.460,-0.280,-0.920,-0.013,0.057,1.002,0.016,0.008,-0.004,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,399,399,0,399,185528.078,0.930,-0.010,-0.002,0.367,701,177,63,1851,45,652,0,307,31,0.000,6,0,1.743,0.010,-1.400,-0.280,-1.000,-0.013,0.056,1.002,0.002,-0.002,0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,415,415,0,415,185533.078,0.930,-0.010,-0.002,0.367,701,175,68,1865,47,650,0,312,31,0.000,6,0,1.734,0.011,-1.280,-0.340,-1.120,-0.012,0.056,1.001,0.002,-0.004,0.010,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,415,415,0,415,185538.078,0.930,-0.010,-0.002,0.367,699,174,65,1851,47,646,0,312,31,0.000,6,0,1.807,0.008,-1.340,-0.280,-1.180,-0.013,0.057,1.001,0.004,-0.004,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,415,415,0,415,185543.079,0.930,-0.010,-0.002,0.367,699,171,67,1849,47,648,0,307,31,0.000,6,0,1.818,0.007,-1.340,-0.340,-1.180,-0.013,0.056,1.002,0.004,0.000,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,415,415,0,415,185548.078,0.930,-0.010,-0.002,0.367,696,173,72,1851,47,647,0,302,31,0.000,6,0,1.769,0.007,-1.340,-0.280,-1.120,-0.011,0.056,1.001,0.004,0.000,0.006,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,463,463,0,463,185553.080,0.930,-0.010,-0.002,0.367,697,173,58,1861,46,647,0,303,31,0.000,6,0,1.847,0.013,-1.340,-0.280,-1.240,-0.011,0.057,1.001,0.008,-0.010,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,463,463,0,463,185558.078,0.930,-0.010,-0.002,0.367,695,169,69,1852,43,645,0,304,31,0.000,6,0,1.846,0.013,-1.280,-0.280,-1.300,-0.013,0.057,1.000,0.008,-0.010,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
baseline,463,463,0,463,185563.079,0.930,-0.010,-0.002,0.367,695,169,63,1848,43,649,0,303,31,0.000,6,0,1.883,0.013,-1.400,-0.220,-1.240,-0.012,0.057,1.001,0.012,-0.004,0.000,0.000,0.000,0.000,0.000,0,NULL,NULL,,0,0,0,7,255,0,250,0,0
